lookup_name,lookup_name_norm,drug_category,lookup_type,match_pattern,source,nomor_registrasi,zat_aktif
IPROX (RASA STRAWBERRY),IPROX RASA STRAWBERRY,nsaid,product,IBUPROFEN,curated_rule,DTL1133525733A1,IBUPROFEN
IRBEPRESS,IRBEPRESS,ace_arb,product,IRBESARTAN,curated_rule,DKL2402367517A1 | DKL2402367517B1,IRBESARTAN
IRBESAL 300,IRBESAL 300,ace_arb,product,IRBESARTAN,curated_rule,DKL2143600910A1,IRBESARTAN
IRBESARTAN,IRBESARTAN,ace_arb,active_alias,IRBESARTAN,curated_rule,,IRBESARTAN
IRBESARTAN,IRBESARTAN,ace_arb,product,IRBESARTAN,curated_rule,GKL1220938009B1 | GKL1408517510A1 | GKL1408517510B1 | GKL1415716517A1 | GKL1415716517B1 | GKL1609323610A1 | GKL1609323704A1 | GKL1705055309A1 | GKL1705055309B1 | GKL2343503310A1 | GKL2343503310B1 | GKL2402367417A1 | GKL2402367417B1 | GKL2644410917A1 | GKL2644410917B1,IRBESARTAN
IRBESARTAN 150,IRBESARTAN 150,ace_arb,product,IRBESARTAN,curated_rule,GKL1019615917A1,IRBESARTAN
IRBESARTAN 300,IRBESARTAN 300,ace_arb,product,IRBESARTAN,curated_rule,GKL1019615917B1,IRBESARTAN
IRBETAB,IRBETAB,ace_arb,product,IRBESARTAN,curated_rule,DKL2343503210A1 | DKL2343503210B1,IRBESARTAN
IREMAX,IREMAX,nsaid,product,IBUPROFEN,curated_rule,DTL9708009410A1,PARACETAMOL. IBUPROFEN
IRTAN 150,IRTAN 150,ace_arb,product,IRBESARTAN,curated_rule,DKL0709318910A1,IRBESARTAN
IRTAN 300,IRTAN 300,ace_arb,product,IRBESARTAN,curated_rule,DKL0709318910B1,IRBESARTAN
IRTAN PLUS,IRTAN PLUS,ace_arb,product,IRBESARTAN,curated_rule,DKL0609318804A1,HYDROCHLOROTHIAZIDE. IRBESARTAN
IRVELL,IRVELL,ace_arb,product,IRBESARTAN,curated_rule,DKL0133502517A1 | DKL0133502517B1,IRBESARTAN
ISOPTIN,ISOPTIN,ccb,product,VERAPAMIL,curated_rule,DKL0200202717A1,VERAPAMIL HYDROCHLORIDE
ISOPTIN SR,ISOPTIN SR,ccb,product,VERAPAMIL,curated_rule,DKI9582100106A1,VERAPAMIL HYDROCHLORIDE
JANUMET,JANUMET,antidiabetes,product,METFORMIN | SITAGLIPTIN,curated_rule,DKI1163500117A1 | DKI1163500117C1,METFORMIN HYDROCHLORIDE | METFORMIN HYDROCHLORIDE. SITAGLIPTIN PHOSPHATE | SITAGLIPTIN PHOSPHATE | SITAGLIPTIN PHOSPHATE. METFORMIN HYDROCHLORIDE
JANUMET XR,JANUMET XR,antidiabetes,product,METFORMIN | SITAGLIPTIN,curated_rule,DKI1763500814A1 | DKI1763500814B1 | DKI1763500814C1,METFORMIN HYDROCHLORIDE | SITAGLIPTIN PHOSPHATE | SITAGLIPTIN PHOSPHATE. METFORMIN HYDROCHLORIDE
JANUVIA,JANUVIA,antidiabetes,product,SITAGLIPTIN,curated_rule,DKI1485200817B1 | DKI1485200817C1 | DKI2669600217A1 | DKI2669600217B1 | DKL2106609817A1 | DKL2106609817B1 | LKE17066172 | LKE17066176 | LKE21066199,SITAGLIPTIN PHOSPHATE | SITAGLIPTIN PHOSPHATE MONOHYDRATE
JARDIANCE,JARDIANCE,antidiabetes,product,EMPAGLIFLOZIN,curated_rule,DKI2124200417A1 | DKI2124200417B1 | DKI2324200617A1 | DKI2324200617B1,EMPAGLIFLOZIN
JARDIANCE DUO,JARDIANCE DUO,antidiabetes,product,EMPAGLIFLOZIN | METFORMIN,curated_rule,DKI2056100117A1 | DKI2056100117B1 | DKI2056100117C1 | DKI2056100117D1 | DKI2356100217A1 | DKI2356100217B1 | DKI2356100217C1 | DKI2356100217D1,EMPAGLIFLOZIN. METFORMIN HYDROCHLORIDE | METFORMIN HYDROCHLORIDE. EMPAGLIFLOZIN
KADITIC 50,KADITIC 50,nsaid,product,DICLOFENAC,curated_rule,DKL9909209810B1,DICLOFENAC POTASSIUM
KAFEIN,KAFEIN,xantin,active_alias,KAFEIN,curated_rule,,KAFEIN
KAFLAM 50,KAFLAM 50,nsaid,product,DICLOFENAC,curated_rule,DKL9504413117B1,DICLOFENAC POTASSIUM
KALDIFEN,KALDIFEN,nsaid,product,DICLOFENAC,curated_rule,DKL2225805910A1,DICLOFENAC POTASSIUM
KALTROFEN,KALTROFEN,nsaid,product,KETOPROFEN,curated_rule,DKL9711628215B1,KETOPROFEN
KAMAFLAM,KAMAFLAM,nsaid,product,DICLOFENAC,curated_rule,DKL0212418916B1,DICLOFENAC POTASSIUM
KAMYFET,KAMYFET,imunosupresan,product,MYCOPHENOLATE,curated_rule,DKL1811645409A1,MYCOPHENOLATE MOFETIL
KARBAMAZEPIN,KARBAMAZEPIN,antikonvulsan,active_alias,KARBAMAZEPIN,curated_rule,,KARBAMAZEPIN
KEFENTECH,KEFENTECH,nsaid,product,KETOPROFEN,curated_rule,DKI2054900151A1,KETOPROFEN
KEMOTREXATE,KEMOTREXATE,imunosupresan,product,METHOTREXATE,curated_rule,DKL1943901743A1,METHOTREXATE
KEPPRA,KEPPRA,antikonvulsan,product,LEVETIRACETAM,curated_rule,DKI1083901017A1,LEVETIRACETAM
KEREN,KEREN,nsaid,product,DEXKETOPROFEN,curated_rule,DKL2043004017A1 | DKL2043004443A1,DEXKETOPROFEN TROMETAMOL
KETOFLAM,KETOFLAM,nsaid,product,KETOROLAC,curated_rule,DKL0320930643A1,KETOROLAC TROMETAMOL
KETOGESIC,KETOGESIC,nsaid,product,KETOROLAC,curated_rule,DKL2640505643A1,KETOROLAC TROMETAMOL
KETOPAIN,KETOPAIN,nsaid,product,KETOROLAC,curated_rule,DKL1806717643A1,KETOROLAC TROMETAMOL
KETOPROFEN,KETOPROFEN,nsaid,active_alias,KETOPROFEN,curated_rule,,KETOPROFEN
KETOPROFEN,KETOPROFEN,nsaid,product,KETOPROFEN,curated_rule,GKL0402336115B1 | GKL0408511215A1 | GKL0433511043A1,KETOPROFEN
KETOPROFEN LYSINE,KETOPROFEN LYSINE,nsaid,product,KETOPROFEN,curated_rule,GKL0502337743A1,KETOPROFEN LYSINE
KETORELA,KETORELA,nsaid,product,KETOPROFEN,curated_rule,DKL2506323128A1,KETOPROFEN
KETOROLAC,KETOROLAC,nsaid,active_alias,KETOROLAC,curated_rule,,KETOROLAC
KETOROLAC TROMETAMOL,KETOROLAC TROMETAMOL,nsaid,product,KETOROLAC,curated_rule,GKL0405037743B1 | GKL0533514143A1 | GKL0533514143B1 | GKL0719926543A1 | GKL0719926543B1 | GKL0808514843B1 | GKL0906714243B1 | GKL0918822143B1 | GKL0933520517A1 | GKL1020937043B1 | GKL1404521343A1 | GKL1413708343A1 | GKL1639203317A1 | GKL1815627143A1 | GKL1917628443A1 | GKL1933316643A1 | GKL2043004217A1 | GKL2044202017A1 | GKL2140814517A1 | GKL2344204643A1 | GKL2506515217A1 | GKL2510403743A1 | GKL2528920643A1,KETOROLAC TROMETAMOL
KETOSIC,KETOSIC,nsaid,product,KETOROLAC,curated_rule,DKL0715620043B1,KETOROLAC TROMETAMOL
KETOXI 30,KETOXI 30,nsaid,product,KETOROLAC,curated_rule,DKL2433318143A1,KETOROLAC TROMETAMOL
KETROBAT 30,KETROBAT 30,nsaid,product,KETOROLAC,curated_rule,DKL0717622443B1,KETOROLAC TROMETAMOL
KIFAROX,KIFAROX,antibiotik_fluorokuinolon,product,CIPROFLOXACIN,curated_rule,DKL2644412109A1,CIPROFLOXACIN HYDROCHLORIDE MONOHYDRATE
KLOTAREN,KLOTAREN,nsaid,product,DICLOFENAC,curated_rule,DKL2244404615A1 | DKL2344406615A1,DICLOFENAC SODIUM
KOKOTRA,KOKOTRA,antibiotik_tetrasiklin,product,TETRACYCLINE,curated_rule,DKL2101710701A1 | DKL2201710701B1,TETRACYCLINE HYDROCHLORIDE
KOLEFION,KOLEFION,statin,product,SIMVASTATIN,curated_rule,DKL1240802009A1 | DKL1240802017A1,SIMVASTATIN
KOMBIGLYZE XR,KOMBIGLYZE XR,antidiabetes,product,METFORMIN,curated_rule,DKI2227900514A1,METFORMIN BULK. SAXAGLIPTIN
KONIPID 10,KONIPID 10,ccb,product,AMLODIPINE,curated_rule,DKL1913026610B1,AMLODIPINE BESILATE
KONTRAFEN,KONTRAFEN,nsaid,product,IBUPROFEN,curated_rule,DTL2002361809A1,IBUPROFEN
KUTOIN 100,KUTOIN 100,antikonvulsan,product,PHENYTOIN,curated_rule,DKL0333304543A1,PHENYTOIN SODIUM
LABALIN 150,LABALIN 150,antikonvulsan,product,PREGABALIN,curated_rule,DKL1813320601B1,PREGABALIN
LABALIN 75,LABALIN 75,antikonvulsan,product,PREGABALIN,curated_rule,DKL1813320601A1,PREGABALIN
LACOSIB 60,LACOSIB 60,nsaid,product,ETORICOXIB,curated_rule,DKL2013321917A1,ETORICOXIB
LACOSIB 90,LACOSIB 90,nsaid,product,ETORICOXIB,curated_rule,DKL2013321917B1,ETORICOXIB
LACTOPAIN,LACTOPAIN,nsaid,product,KETOROLAC,curated_rule,DKL1113316743A1,KETOROLAC TROMETAMOL
LACTOR 30,LACTOR 30,nsaid,product,KETOROLAC,curated_rule,DKL0719926643A1,KETOROLAC TROMETAMOL
LAFEN,LAFEN,nsaid,product,DICLOFENAC,curated_rule,DKL2106320615A1,DICLOFENAC SODIUM
LAMICTAL,LAMICTAL,antikonvulsan,product,LAMOTRIGINE,curated_rule,DKI1433900281A2 | DKI1433900281B1 | DKI1833900510A1 | DKI1833900510B1,LAMOTRIGINE
LAMIDO,LAMIDO,antikonvulsan,product,LAMOTRIGINE,curated_rule,DKL2532724010A1 | DKL2532724010B1,LAMOTRIGINE
LAMIROS 100,LAMIROS 100,antikonvulsan,product,LAMOTRIGINE,curated_rule,DKL1321643510B1,LAMOTRIGINE
LAMIROS 50,LAMIROS 50,antikonvulsan,product,LAMOTRIGINE,curated_rule,DKL1321643510A1,LAMOTRIGINE
LAMOTRIGINE,LAMOTRIGINE,antikonvulsan,active_alias,LAMOTRIGINE,curated_rule,,LAMOTRIGINE
LAMOTRIGINE,LAMOTRIGINE,antikonvulsan,product,LAMOTRIGINE,curated_rule,GKL2532724110A1 | GKL2532724110B1 | LKE17055130,LAMOTRIGINE
LANACOXIB 60,LANACOXIB 60,nsaid,product,ETORICOXIB,curated_rule,DKL2519622017A1,ETORICOXIB
LANACOXIB 90,LANACOXIB 90,nsaid,product,ETORICOXIB,curated_rule,DKL2519622017B1,ETORICOXIB
LANAREUMA,LANAREUMA,nsaid,product,PIROXICAM,curated_rule,DKL9319604201A1,PIROXICAM
LANTIDEX,LANTIDEX,nsaid,product,DEXKETOPROFEN,curated_rule,DKL1619618443A1,DEXKETOPROFEN TROMETAMOL
LANTIDEX 25,LANTIDEX 25,nsaid,product,DEXKETOPROFEN,curated_rule,DKL2619622217A1,DEXKETOPROFEN TROMETAMOL
LANTUS,LANTUS,antidiabetes,product,INSULIN,curated_rule,DKI0259201443A5,INSULIN GLARGINE
LANTUS XR,LANTUS XR,antidiabetes,product,INSULIN,curated_rule,DKI1759201443B1,INSULIN GLARGINE
LAPIFLOX 500,LAPIFLOX 500,antibiotik_fluorokuinolon,product,CIPROFLOXACIN,curated_rule,DKL9413317909A1,CIPROFLOXACIN HCL MONOHYDRATE
LAPIGIM 2/500,LAPIGIM 2 500,antidiabetes,product,GLIMEPIRIDE | METFORMIN,curated_rule,DKI1849800209B1,GLIMEPIRIDE | METFORMIN HYDROCHLORIDE
LAPISTAN,LAPISTAN,nsaid,product,MEFENAMIC,curated_rule,DKL9513306109A2,MEFENAMIC ACID
LAPIVA 10/160,LAPIVA 10 160,ace_arb,product,VALSARTAN,curated_rule,DKI1849800109C1,VALSARTAN
LAPIVA 10/160,LAPIVA 10 160,ccb,product,AMLODIPINE,curated_rule,DKI1849800109C1,AMLODIPINE BESILATE
LAPIVA 5/160,LAPIVA 5 160,ace_arb,product,VALSARTAN,curated_rule,DKI1849800109B1,VALSARTAN
LAPIVA 5/160,LAPIVA 5 160,ccb,product,AMLODIPINE,curated_rule,DKI1849800109B1,AMLODIPINE BESILATE
LAPIVA 5/80,LAPIVA 5 80,ace_arb,product,VALSARTAN,curated_rule,DKI1849800117A1,VALSARTAN
LAPIVA 5/80,LAPIVA 5 80,ccb,product,AMLODIPINE,curated_rule,DKI1849800117A1,AMLODIPINE BESILATE
LATOREC 10,LATOREC 10,nsaid,product,KETOROLAC,curated_rule,DKL1139200717A1,KETOROLAC TROMETAMOL
LECRAV,LECRAV,antibiotik_fluorokuinolon,product,LEVOFLOXACIN,curated_rule,DKL0821015509A1,LEVOFLOXACIN HEMIHYDRATE
LEFLOX,LEFLOX,antibiotik_fluorokuinolon,product,LEVOFLOXACIN,curated_rule,DKL2006319317A1,LEVOFLOXACIN HEMIHYDRATE
LEFOS,LEFOS,antibiotik_fluorokuinolon,product,LEVOFLOXACIN,curated_rule,DKL1208017649A1,LEVOFLOXACIN HEMIHYDRATE
LEFOS - 500,LEFOS 500,antibiotik_fluorokuinolon,product,LEVOFLOXACIN,curated_rule,DKL0408013517A1,LEVOFLOXACIN HEMIHYDRATE
LEFOS 750,LEFOS 750,antibiotik_fluorokuinolon,product,LEVOFLOXACIN,curated_rule,DKL1708024909A1,LEVOFLOXACIN HEMIHYDRATE
LEKUICIN,LEKUICIN,antibiotik_fluorokuinolon,product,LEVOFLOXACIN,curated_rule,DKL0534603917B1,LEVOFLOXACIN HEMIHYDRATE
LEPSIO,LEPSIO,antikonvulsan,product,VALPROIC,curated_rule,DKL1405048637A1,VALPROIC ACID
LEPSY,LEPSY,antikonvulsan,product,LEVETIRACETAM,curated_rule,DKL2032720817A1 | DKL2632720817B1,LEVETIRACETAM
LEPTICA 75,LEPTICA 75,antikonvulsan,product,PREGABALIN,curated_rule,DKL1405049601A1,PREGABALIN
LERCANIDIPINE,LERCANIDIPINE,ccb,active_alias,LERCANIDIPINE,curated_rule,,LERCANIDIPINE
LERREX,LERREX,ccb,product,LERCANIDIPINE,curated_rule,DKI2318605317A1 | DKI2318605317B1,LERCANIDIPINE HYDROCHLORIDE HEMIHYDRATE
LETHIRA,LETHIRA,antikonvulsan,product,LEVETIRACETAM,curated_rule,DKL1221641417B1,LEVETIRACETAM
LEVEMIR,LEVEMIR,antidiabetes,product,INSULIN,curated_rule,DKI2142000543A1,INSULIN DETEMIR
LEVETIRACETAM,LEVETIRACETAM,antikonvulsan,active_alias,LEVETIRACETAM,curated_rule,,LEVETIRACETAM
LEVETIRACETAM,LEVETIRACETAM,antikonvulsan,product,LEVETIRACETAM,curated_rule,GKL1905519017A1 | GKL1905519017B1 | GKL2031546117A1 | GKL2031546117B1 | GKL2043501517A1 | GKL2043501517B1 | GKL2632724717A1 | GKL2632724717B1,LEVETIRACETAM
LEVEXA,LEVEXA,antikonvulsan,product,LEVETIRACETAM,curated_rule,DKI2354000743A1 | DKL2043501617A1 | DKL2043501617B1,LEVETIRACETAM
LEVIN,LEVIN,antibiotik_fluorokuinolon,product,LEVOFLOXACIN,curated_rule,DKL1018824349A1,LEVOFLOXACIN HEMIHYDRATE
LEVIN 750,LEVIN 750,antibiotik_fluorokuinolon,product,LEVOFLOXACIN,curated_rule,DKL1018824349A1,LEVOFLOXACIN HEMIHYDRATE
LEVOCIN,LEVOCIN,antibiotik_fluorokuinolon,product,LEVOFLOXACIN,curated_rule,DKL0722243649A1,LEVOFLOXACIN HEMIHYDRATE
LEVOCIN 500,LEVOCIN 500,antibiotik_fluorokuinolon,product,LEVOFLOXACIN,curated_rule,DKL0222236917B1,LEVOFLOXACIN HEMIHYDRATE
LEVOFLOXACIN,LEVOFLOXACIN,antibiotik_fluorokuinolon,active_alias,LEVOFLOXACIN,curated_rule,,LEVOFLOXACIN
LEVOFLOXACIN HEMIHYDRATE,LEVOFLOXACIN HEMIHYDRATE,antibiotik_fluorokuinolon,product,LEVOFLOXACIN,curated_rule,GKL0405035617B1 | GKL0433520909A1 | GKL0605041849A1 | GKL0620932417A1 | GKL0909219109A1 | GKL1002342849A1 | GKL1033211117A1 | GKL1033523849A1 | GKL1033523849A2 | GKL1209320749A1 | GKL1340806749A1 | GKL1408517749A1 | GKL1413708049A1 | GKL1415623049A1 | GKL1502342849B1 | GKL1640308949A1 | GKL1739203717A1 | GKL1810402049A1 | GKL1933316749A1 | GKL1934614946A1 | GKL1943003509A1 | GKL1943003517A1 | GKL1944200449A1 | GKL2004430717A1 | GKL2006319417A1 | GKL2007122909A1 | GKL2021027209A1 | GKL2025906649A1 | GKL2130913549A1 | GKL2135310649A1 | GKL2140814817A1 | GKL2231548946A1 | GKL2233218149A1 | GKL2234014717A1 | GKL2344407317A1 | GKL2344407317B1 | GKL2417633009A1 | GKL2533211109B1 | GKL2542602349A1 | GKL2558401517A1 | GKL2618836049A1,LEVOFLOXACIN HEMIHYDRATE
LEVONIC 500,LEVONIC 500,antibiotik_fluorokuinolon,product,LEVOFLOXACIN,curated_rule,DKL0917809549A1,LEVOFLOXACIN HEMIHYDRATE
LEVORES,LEVORES,antibiotik_fluorokuinolon,product,LEVOFLOXACIN,curated_rule,DKL0233533509A1 | DKL0533513149A1 | DKL0533513149A2,LEVOFLOXACIN HEMIHYDRATE
LEVORES 500,LEVORES 500,antibiotik_fluorokuinolon,product,LEVOFLOXACIN,curated_rule,LKE25335023,LEVOFLOXACIN HEMIHYDRATE
LEVORIA,LEVORIA,antibiotik_fluorokuinolon,product,LEVOFLOXACIN,curated_rule,DKL2542602449A1,LEVOFLOXACIN HEMIHYDRATE
LEVOTHYROXINE,LEVOTHYROXINE,tiroid,active_alias,LEVOTHYROXINE,curated_rule,,LEVOTHYROXINE
LEVOTHYROXINE SODIUM,LEVOTHYROXINE SODIUM,tiroid,product,LEVOTHYROXINE,curated_rule,GKL1733537110A1,LEVOTHYROXINE SODIUM
LEVOTIROKSIN,LEVOTIROKSIN,tiroid,active_alias,LEVOTIROKSIN,curated_rule,,LEVOTIROKSIN
LEVOVID,LEVOVID,antibiotik_fluorokuinolon,product,LEVOFLOXACIN,curated_rule,DKL1002342949A1 | DKL1502342949B1,LEVOFLOXACIN HEMIHYDRATE
LEXA,LEXA,antibiotik_fluorokuinolon,product,LEVOFLOXACIN,curated_rule,DKL0419609417A1 | DKL0719613549A1,LEVOFLOXACIN HEMIHYDRATE
LEXADIPINE 10,LEXADIPINE 10,ccb,product,AMLODIPINE,curated_rule,DKL2530914910B1,AMLODIPINE BESILATE
