lookup_name,lookup_name_norm,drug_category,lookup_type,match_pattern,source,nomor_registrasi,zat_aktif
RENITEC PLUS,RENITEC PLUS,ace_arb,product,ENALAPRIL,curated_rule,LKE25066211,ENALAPRIL MALEATE
RENITEC (RENITEC ENGRAVED),RENITEC RENITEC ENGRAVED,ace_arb,product,ENALAPRIL,curated_rule,LKE13066084,ENALAPRIL MALEATE
REPASS,REPASS,nsaid,product,IBUPROFEN,curated_rule,DKL2106320433A1 | DTL2106320433A1,IBUPROFEN
RESPAIN,RESPAIN,nsaid,product,DICLOFENAC,curated_rule,DKL2431551301A1 | DKL2431551301B1,DICLOFENAC ACID
RESPIRA,RESPIRA,antibiotik_fluorokuinolon,product,MOXIFLOXACIN,curated_rule,DKL1933545049A1,MOXIFLOXACIN HYDROCHLORIDE
RETAPHYL SR,RETAPHYL SR,xantin,product,THEOPHYLLINE,curated_rule,DKL2544410306A1,THEOPHYLLINE
REXIDOL FORTE,REXIDOL FORTE,xantin,product,CAFFEINE,curated_rule,LKE13147022,CAFFEINE. PARACETAMOL
RHEFICAM,RHEFICAM,nsaid,product,PIROXICAM,curated_rule,DKL1200915004A1,PIROXICAM
RHELAFEN FORTE,RHELAFEN FORTE,nsaid,product,IBUPROFEN,curated_rule,DKL0113310433B1,IBUPROFEN
RHEU - TREX,RHEU TREX,imunosupresan,product,METHOTREXATE,curated_rule,DKL1704429910A1,METHOTREXATE
RIBAN 10,RIBAN 10,antikoagulan,product,RIVAROXABAN,curated_rule,DKL2533318917C1,RIVAROXABAN
RIBAN 15,RIBAN 15,antikoagulan,product,RIVAROXABAN,curated_rule,DKL2533318917B1,RIVAROXABAN
RIBAN 20,RIBAN 20,antikoagulan,product,RIVAROXABAN,curated_rule,DKL2533318917A1,RIVAROXABAN
RIBUNAL,RIBUNAL,nsaid,product,IBUPROFEN,curated_rule,DKL8904110609A1,IBUPROFEN
RICOXA 120,RICOXA 120,nsaid,product,ETORICOXIB,curated_rule,DKL2317631817B1,ETORICOXIB
RICOXA 60,RICOXA 60,nsaid,product,ETORICOXIB,curated_rule,DKL2417631817C1,ETORICOXIB
RICOXA 90,RICOXA 90,nsaid,product,ETORICOXIB,curated_rule,DKL2317631817A1,ETORICOXIB
RILOX 400,RILOX 400,antibiotik_fluorokuinolon,product,OFLOXACIN,curated_rule,DKL9621010809B1,OFLOXACIN
RINDOPAIN 10,RINDOPAIN 10,nsaid,product,KETOROLAC,curated_rule,DKL1132715917A1,KETOROLAC TROMETAMOL
RINVASK,RINVASK,statin,product,PITAVASTATIN,curated_rule,DKL2432723717A1 | DKL2432723717B1,PITAVASTATIN CALCIUM HYDRATE
RINVOX 500,RINVOX 500,antibiotik_fluorokuinolon,product,LEVOFLOXACIN,curated_rule,DKL0432709709A1,LEVOFLOXACIN HEMIHYDRATE
RIVARIA 10,RIVARIA 10,antikoagulan,product,RIVAROXABAN,curated_rule,DKL2504532617C1,RIVAROXABAN
RIVARIA 15,RIVARIA 15,antikoagulan,product,RIVAROXABAN,curated_rule,DKL2504532617B1,RIVAROXABAN
RIVARIA 20,RIVARIA 20,antikoagulan,product,RIVAROXABAN,curated_rule,DKL2504532617A1,RIVAROXABAN
RIVAROXABAN,RIVAROXABAN,antikoagulan,active_alias,RIVAROXABAN,curated_rule,,RIVAROXABAN
RIVAROXABAN,RIVAROXABAN,antikoagulan,product,RIVAROXABAN,curated_rule,GKL1931542917A1 | GKL1931542917B1 | GKL1931542917C1 | GKL2504532517A1 | GKL2504532517B1 | GKL2504532517C1 | GKL2526014617A1 | GKL2533319017A1 | GKL2533319017B1 | GKL2533319017C1 | GKL2543505417A1 | GKL2543505417B1 | GKL2543505417C1,RIVAROXABAN
RIVATERO,RIVATERO,antikoagulan,product,RIVAROXABAN,curated_rule,DKL2543505317A1 | DKL2543505317B1 | DKL2543505317C1,RIVAROXABAN
RIVATROP,RIVATROP,antikoagulan,product,RIVAROXABAN,curated_rule,DKL2526014417A1,RIVAROXABAN
ROBILEX-20,ROBILEX 20,nsaid,product,PIROXICAM,curated_rule,DKL1401803710A1,PIROXICAM
ROFIDEN,ROFIDEN,nsaid,product,KETOPROFEN,curated_rule,DKL1518827853A1,KETOPROFEN
ROSFION,ROSFION,statin,product,ROSUVASTATIN,curated_rule,DKL1840811117A1,ROSUVASTATIN CALCIUM
ROSIC 10,ROSIC 10,nsaid,product,PIROXICAM,curated_rule,DKL8521000801A1,PIROXICAM
ROSIC 20,ROSIC 20,nsaid,product,PIROXICAM,curated_rule,DKL8521000801B1,PIROXICAM
ROSTAR 10,ROSTAR 10,statin,product,ROSUVASTATIN,curated_rule,DKL2517116017A1,ROSUVASTATIN CALCIUM
ROSTAR 20,ROSTAR 20,statin,product,ROSUVASTATIN,curated_rule,DKL2517116017B1,ROSUVASTATIN CALCIUM
ROSUFER,ROSUFER,statin,product,ROSUVASTATIN,curated_rule,DKL2034615417A1 | DKL2034615417B1,ROSUVASTATIN CALCIUM
ROSUPID,ROSUPID,statin,product,ROSUVASTATIN,curated_rule,DKL1802357117A1,ROSUVASTATIN CALCIUM
ROSUVASTATIN,ROSUVASTATIN,statin,active_alias,ROSUVASTATIN,curated_rule,,ROSUVASTATIN
ROSUVASTATIN CALCIUM,ROSUVASTATIN CALCIUM,statin,product,ROSUVASTATIN,curated_rule,GKL1705057717A1 | GKL1705057717B1 | GKL1802357017A1 | GKL1804527717A1 | GKL1804527717B1 | GKL1813320917A1 | GKL1813320917B1 | GKL1833541817A1 | GKL1833541817B1 | GKL1833541817C1 | GKL1840811017A1 | GKL1843000617A1 | GKL1843000617B1 | GKL1905518817A1 | GKL1905518817B1 | GKL1917627817A1 | GKL1940811017B1 | GKL1943500317B1 | GKL2017627817B1 | GKL2031545517A1 | GKL2031545517B1 | GKL2031545517C1 | GKL2044401617A1 | GKL2044401617B1 | GKL2102507717A1 | GKL2102507717B1 | GKL2102507809A1 | GKL2121028817A1 | GKL2121028817B1 | GKL2413715617A1 | GKL2413715617B1 | GKL2418835217A1 | GKL2508521917A1 | GKL2508521917B1 | GKL2517116117A1 | GKL2517116117B1 | GKL2518835217B1 | GKL2533219817A1 | GKL2533219817B1 | IKE24675011 | IKE24675012 | IKE24675013 | IKE24675014,ROSUVASTATIN CALCIUM
ROSUZET,ROSUZET,statin,product,ROSUVASTATIN,curated_rule,IKE24669001 | IKE24669002 | IKE24669003 | IKE24669004 | LKE25066212 | LKE25066213 | LKE25066214 | LKE25066215,EZETIMIBE. ROSUVASTATIN CALCIUM | ROSUVASTATIN CALCIUM
ROSWIN,ROSWIN,statin,product,ROSUVASTATIN,curated_rule,DKL1804527817A1 | DKL1804527817B1 | DKL1804527817C1,ROSUVASTATIN CALCIUM
ROVAPRO 10,ROVAPRO 10,statin,product,ROSUVASTATIN,curated_rule,DKL2315635217A1,ROSUVASTATIN CALCIUM
ROVAPRO 20,ROVAPRO 20,statin,product,ROSUVASTATIN,curated_rule,DKL2315635217B1,ROSUVASTATIN CALCIUM
ROVASCOL,ROVASCOL,statin,product,ROSUVASTATIN,curated_rule,DKL2144402817A1 | DKL2144402817B1,ROSUVASTATIN CALCIUM
ROVASTAR,ROVASTAR,statin,product,ROSUVASTATIN,curated_rule,DKL1917627917A1 | DKL2017627917B1,ROSUVASTATIN CALCIUM
ROVASTAR 10,ROVASTAR 10,statin,product,ROSUVASTATIN,curated_rule,DKL2017627917B1,ROSUVASTATIN CALCIUM
ROVASTAR 20,ROVASTAR 20,statin,product,ROSUVASTATIN,curated_rule,DKL1917627917A1,ROSUVASTATIN CALCIUM
ROVASTER,ROVASTER,statin,product,ROSUVASTATIN,curated_rule,DKL1815720817A1 | DKL1815720817B1 | DKL1815720817C1,ROSUVASTATIN CALCIUM
ROVATOR 10,ROVATOR 10,statin,product,ROSUVASTATIN,curated_rule,DKL1608023817A1,ROSUVASTATIN CALCIUM
ROVATOR 20,ROVATOR 20,statin,product,ROSUVASTATIN,curated_rule,DKL1608023817B1,ROSUVASTATIN CALCIUM
ROXAF,ROXAF,antikoagulan,product,RIVAROXABAN,curated_rule,DKL2434617217A1 | DKL2434617217B1 | DKL2434617217C1,RIVAROXABAN
ROXIDENE 20,ROXIDENE 20,nsaid,product,PIROXICAM,curated_rule,DKL8304105401B1,PIROXICAM
ROZET,ROZET,statin,product,ROSUVASTATIN,curated_rule,DKI2265500117A1 | DKI2265500117B1,EZETIMIBE. ROSUVASTATIN CALCIUM
RUVASTIN 10,RUVASTIN 10,statin,product,ROSUVASTATIN,curated_rule,DKL2031545417A1,ROSUVASTATIN CALCIUM
RUVASTIN 20,RUVASTIN 20,statin,product,ROSUVASTATIN,curated_rule,DKL2031545417B1,ROSUVASTATIN CALCIUM
RUVASTIN 40,RUVASTIN 40,statin,product,ROSUVASTATIN,curated_rule,DKL2031545417C1,ROSUVASTATIN CALCIUM
RYZODEG,RYZODEG,antidiabetes,product,INSULIN,curated_rule,DKI1864604543A1 | DKI2232300743A1 | DKI2232300743A2,INSULIN ASPART | INSULIN DEGLUDEC | INSULIN DEGLUDEC. INSULIN ASPART
SACUVAN,SACUVAN,ace_arb,product,VALSARTAN,curated_rule,DKI2218604817A1 | DKI2218604817B1 | DKI2218604817C1,SACUBITRIL VALSARTAN SODIUM
SAKURA EXTRA,SAKURA EXTRA,xantin,product,CAFFEINE,curated_rule,LKE19227015,PARACETAMOL. CAFFEINE
SALFENAL,SALFENAL,nsaid,product,IBUPROFEN,curated_rule,DTL1410905733B1 | DTL9910904504A1,IBUPROFEN
SALFENAL FORTE,SALFENAL FORTE,nsaid,product,IBUPROFEN,curated_rule,DKL0810904504B1 | DTL1010905733A1,IBUPROFEN
SAMCOFENAC 50,SAMCOFENAC 50,nsaid,product,DICLOFENAC,curated_rule,DKL1321907515B1,DICLOFENAC SODIUM
SAMCOVASK 10,SAMCOVASK 10,ccb,product,AMLODIPINE,curated_rule,DKL1321907404B1,AMLODIPINE BESILATE
SAMCOVASK 5,SAMCOVASK 5,ccb,product,AMLODIPINE,curated_rule,DKL1321907404A1,AMLODIPINE BESILATE
SAMQUINOR,SAMQUINOR,antibiotik_fluorokuinolon,product,CIPROFLOXACIN,curated_rule,DKL0921907309A1,CIPROFLOXACIN HYDROCHLORIDE MONOHYDRATE
SAMTAFLAM 50,SAMTAFLAM 50,nsaid,product,DICLOFENAC,curated_rule,DKL2121909017A1,DICLOFENAC POTASSIUM
SAMTETRA,SAMTETRA,antibiotik_tetrasiklin,product,TETRACYCLINE,curated_rule,DKL7821907801A1,TETRACYCLINE HYDROCHLORIDE
SANBEFLAM,SANBEFLAM,nsaid,product,KETOPROFEN,curated_rule,DKL9922227528A1 | LKE16222003,KETOPROFEN
SANBELEVOCIN,SANBELEVOCIN,antibiotik_fluorokuinolon,product,LEVOFLOXACIN,curated_rule,LKE25222017,LEVOFLOXACIN HEMIHYDRATE
SANBETOIN,SANBETOIN,antikonvulsan,product,PHENYTOIN,curated_rule,DKL2022260043A1 | DKL2122261603A1,PHENYTOIN SODIUM
SANDETOFEN,SANDETOFEN,nsaid,product,DEXKETOPROFEN,curated_rule,DKL2022258743A1 | DKL2022259017A1,DEXKETOPROFEN TROMETAMOL
SANOFETIL,SANOFETIL,imunosupresan,product,MYCOPHENOLATE,curated_rule,DKL2222263709A1,MYCOPHENOLATE MOFETIL
SANOTREXAT,SANOTREXAT,imunosupresan,product,METHOTREXATE,curated_rule,DKL1322252343A1,METHOTREXATE
SANSULIN LOG-G,SANSULIN LOG G,antidiabetes,product,INSULIN,curated_rule,DKL1722254443A1 | DKL1722254443A2,INSULIN GLARGINE
SANSULIN RAPID,SANSULIN RAPID,antidiabetes,product,INSULIN,curated_rule,DKL2222263943A1,INSULIN ASPART
SANTESAR,SANTESAR,ace_arb,product,LOSARTAN,curated_rule,DKL1222251417A1,LOSARTAN POTASSIUM
SANTORVASTIN 40,SANTORVASTIN 40,statin,product,ATORVASTATIN,curated_rule,DKL2422264917A1,ATORVASTATIN CALCIUM TRIHYDRATE
SARIDON,SARIDON,xantin,product,CAFFEINE,curated_rule,DTL0502005210A1,CAFFEINE
SARIDON EXTRA,SARIDON EXTRA,xantin,product,CAFFEINE,curated_rule,DBL1402008804A1,CAFFEINE | PARACETAMOL. CAFFEINE
SCANAFLAM 25,SCANAFLAM 25,nsaid,product,DICLOFENAC,curated_rule,DKL9522713217A1,DICLOFENAC POTASSIUM
SCANAFLAM 50,SCANAFLAM 50,nsaid,product,DICLOFENAC,curated_rule,DKL9622713217B1,DICLOFENAC POTASSIUM
SCANCOX 120,SCANCOX 120,nsaid,product,ETORICOXIB,curated_rule,DKL2322729317B1,ETORICOXIB
SCANCOX 60,SCANCOX 60,nsaid,product,ETORICOXIB,curated_rule,DKL2322729317A1,ETORICOXIB
SCANCOX 90,SCANCOX 90,nsaid,product,ETORICOXIB,curated_rule,DKL2322729317C1,ETORICOXIB
SCANTAREN 50,SCANTAREN 50,nsaid,product,DICLOFENAC,curated_rule,DKL0930704315B1,DICLOFENAC SODIUM
SCANTAREN GEL,SCANTAREN GEL,nsaid,product,DICLOFENAC,curated_rule,DKL0930704528A1 | DTL0930704528A1,DICLOFENAC DIETHYLAMINE
SCELTO 30,SCELTO 30,nsaid,product,KETOROLAC,curated_rule,DKL2040405943A1,KETOROLAC TROMETAMOL
SCILIN M30,SCILIN M30,antidiabetes,product,INSULIN,curated_rule,DKI2008101143A1,HUMAN INSULIN
SCILIN N,SCILIN N,antidiabetes,product,INSULIN,curated_rule,DKI2008101043A1,HUMAN INSULIN
SCILIN R,SCILIN R,antidiabetes,product,INSULIN,curated_rule,DKI2008100943A1,HUMAN INSULIN
SELEGILINE,SELEGILINE,maoi,active_alias,SELEGILINE,curated_rule,,SELEGILINE
SELESCARDIO 10,SELESCARDIO 10,ccb,product,AMLODIPINE,curated_rule,DKL1536703504B1,AMLODIPINE BESILATE
SELESCARDIO 5,SELESCARDIO 5,ccb,product,AMLODIPINE,curated_rule,DKL1236703504A1,AMLODIPINE BESILATE
SELESIKLIN 500,SELESIKLIN 500,antibiotik_tetrasiklin,product,TETRACYCLINE,curated_rule,DKL0636701401B1,TETRACYCLINE HYDROCHLORIDE
SELESMOL CAFE,SELESMOL CAFE,xantin,product,CAFFEINE,curated_rule,DBL2536707204A1,CAFFEINE ANHYDROUS
SELMATIC,SELMATIC,nsaid,product,PIROXICAM,curated_rule,DKL1236703601A1,PIROXICAM
SELVAS 10,SELVAS 10,statin,product,SIMVASTATIN,curated_rule,DKL1934013117A1,SIMVASTATIN
SELVAS 20,SELVAS 20,statin,product,SIMVASTATIN,curated_rule,DKL1934013117B1,SIMVASTATIN
SELVIM 10,SELVIM 10,statin,product,SIMVASTATIN,curated_rule,DKL0409214304A1,SIMVASTATIN
SELVIM 20,SELVIM 20,statin,product,SIMVASTATIN,curated_rule,DKL1009221117A1,SIMVASTATIN
SICLIDON,SICLIDON,antibiotik_tetrasiklin,product,DOXYCYCLINE,curated_rule,DKL8322203301A1,DOXYCYCLINE HYCLATE
SIDAPVIA,SIDAPVIA,antidiabetes,product,DAPAGLIFLOZIN | SITAGLIPTIN,curated_rule,DKI2550315017A1,DAPAGLIFLOZIN PROPANEDIOL | SITAGLIPTIN PHOSPHATE MONOHYDRATE
SIDAVAR 100,SIDAVAR 100,antidiabetes,product,SITAGLIPTIN,curated_rule,DKL2504532917B1,SITAGLIPTIN PHOSPHATE MONOHYDRATE
SIDAVAR 50,SIDAVAR 50,antidiabetes,product,SITAGLIPTIN,curated_rule,DKL2504532917A1,SITAGLIPTIN PHOSPHATE MONOHYDRATE
SIFLOX 500,SIFLOX 500,antibiotik_fluorokuinolon,product,CIPROFLOXACIN,curated_rule,DKL0433306609A1,CIPROFLOXACIN HYDROCHLORIDE | CIPROFLOXACIN HYDROCHLORIDE MONOHYDRATE
SIKSTOP 120,SIKSTOP 120,nsaid,product,ETORICOXIB,curated_rule,DKL1931543117C1,ETORICOXIB
SIKSTOP 60,SIKSTOP 60,nsaid,product,ETORICOXIB,curated_rule,DKL1931543117B1,ETORICOXIB
SIKSTOP 90,SIKSTOP 90,nsaid,product,ETORICOXIB,curated_rule,DKL1931543117A1,ETORICOXIB
SIMARC 2,SIMARC 2,antikoagulan,product,WARFARIN,curated_rule,DKL9531511110A1,WARFARIN SODIUM CLATHRATE
SIMCOX 60,SIMCOX 60,nsaid,product,ETORICOXIB,curated_rule,DKL2228211717A1,ETORICOXIB
SIMCOX 90,SIMCOX 90,nsaid,product,ETORICOXIB,curated_rule,DKL2228211717B1,ETORICOXIB
SIMFLAMFAS,SIMFLAMFAS,nsaid,product,DICLOFENAC,curated_rule,DKL2028209038A1 | DKL2038209038A1 | DKL2128211217A1 | DTL2128209928A1,DICLOFENAC DIETHYLAMINE | DICLOFENAC POTASSIUM
SIMFLOX,SIMFLOX,antibiotik_fluorokuinolon,product,CIPROFLOXACIN,curated_rule,DKL1028205109A1,CIPROFLOXACIN HCL MONOHYDRATE
SIMLEV,SIMLEV,antibiotik_fluorokuinolon,product,LEVOFLOXACIN,curated_rule,DKL0928204717A1 | DKL1928208449A1,LEVOFLOXACIN HEMIHYDRATE
SIMPROFEN,SIMPROFEN,nsaid,product,DEXKETOPROFEN,curated_rule,DKL1228206317A1 | DKL2128210443A1,DEXKETOPROFEN TROMETAMOL
SIMRIS,SIMRIS,nsaid,product,IBUPROFEN,curated_rule,DTL1928207933A1,IBUPROFEN
SIMROVAS-10,SIMROVAS 10,statin,product,ROSUVASTATIN,curated_rule,DKL1928208517A1,ROSUVASTATIN CALCIUM
SIMROVAS-20,SIMROVAS 20,statin,product,ROSUVASTATIN,curated_rule,DKL1928208517B1,ROSUVASTATIN CALCIUM
SIMRYL-2,SIMRYL 2,antidiabetes,product,GLIMEPIRIDE,curated_rule,DKL0928204304B1,GLIMEPIRIDE
SIMSARTAN 40,SIMSARTAN 40,ace_arb,product,TELMISARTAN,curated_rule,DKL2428212304A1,TELMISARTAN POWDER 23.9
SIMSARTAN 80,SIMSARTAN 80,ace_arb,product,TELMISARTAN,curated_rule,DKL2428212304B1,TELMISARTAN POWDER 23.9
SIMTIN,SIMTIN,antikonvulsan,product,GABAPENTIN,curated_rule,DKL1438207001A1,GABAPENTIN
SIMTOR-10,SIMTOR 10,statin,product,ATORVASTATIN,curated_rule,DKL1428207209A1,ATORVASTATIN CALCIUM
SIMTOR-20,SIMTOR 20,statin,product,ATORVASTATIN,curated_rule,DKL1428207209B1,ATORVASTATIN CALCIUM
SIMVASGEN 10,SIMVASGEN 10,statin,product,SIMVASTATIN,curated_rule,DKL1816708617B1,SIMVASTATIN
SIMVASGEN 20,SIMVASGEN 20,statin,product,SIMVASTATIN,curated_rule,DKL1816708617A1,SIMVASTATIN
SIMVASK 10,SIMVASK 10,ccb,product,AMLODIPINE,curated_rule,DKL0928204210B1,AMLODIPINE BESILATE
SIMVASK 5,SIMVASK 5,ccb,product,AMLODIPINE,curated_rule,DKL0928204210A1,AMLODIPINE BESILATE
SIMVASTATIN,SIMVASTATIN,statin,active_alias,SIMVASTATIN,curated_rule,,SIMVASTATIN
SIMVASTATIN,SIMVASTATIN,statin,product,SIMVASTATIN,curated_rule,GKL0108504917A1 | GKL0233507417A1 | GKL0533207217A1 | GKL0602339317A1 | GKL1008504917B1 | GKL1009221217A1 | GKL1131114417A1 | GKL1240303317B1 | GKL1240802109A1 | GKL1240802117A1 | GKL1302339317B1 | GKL1316702710A1 | GKL1316911417A1 | GKL1433311617A1 | GKL1522724017A1 | GKL1522724017B1 | GKL1728914417A1 | GKL1816708517A1 | GKL1923415217A1 | GKL1923415217B1 | GKL1934013017A1 | GKL1934013017B1 | GKL2106508417B1 | GKL2140407917A1 | GKL2140407917B1 | GKL2144202509A1 | GKL2144202509B1 | GKL2215208809A1 | GKL2444408210A1 | GKL2444408210B1 | GKL2616914717A1,SIMVASTATIN
SIMVASTATIN 20,SIMVASTATIN 20,statin,product,SIMVASTATIN,curated_rule,GKL1008504917B1,SIMVASTATIN
SIMVASTO 10,SIMVASTO 10,statin,product,SIMVASTATIN,curated_rule,DKL2101604917A1,SIMVASTATIN
SIMVASTO 20,SIMVASTO 20,statin,product,SIMVASTATIN,curated_rule,DKL2101604917B1,SIMVASTATIN
SINTEROL,SINTEROL,statin,product,SIMVASTATIN,curated_rule,DKL2313030517A1,SIMVASTATIN
SIPENTIN 100,SIPENTIN 100,antikonvulsan,product,GABAPENTIN,curated_rule,DKL2033309901B1,GABAPENTIN
SIPENTIN 300,SIPENTIN 300,antikonvulsan,product,GABAPENTIN,curated_rule,DKL0833309901A1,GABAPENTIN
SIROLIMUS,SIROLIMUS,imunosupresan,active_alias,SIROLIMUS,curated_rule,,SIROLIMUS
SITAGLIPTIN,SITAGLIPTIN,antidiabetes,active_alias,SITAGLIPTIN,curated_rule,,SITAGLIPTIN
SITAGLIPTIN HYDROCHLORIDE MONOHYDRATE,SITAGLIPTIN HYDROCHLORIDE MONOHYDRATE,antidiabetes,product,SITAGLIPTIN,curated_rule,GKL2243502917A1 | GKL2243502917B1,SITAGLIPTIN HYDROCHLORIDE MONOHYDRATE
SITAGLIPTIN HYDROCHLORIDE MONOHYDRATE / METFORMIN HYDROCHLORIDE,SITAGLIPTIN HYDROCHLORIDE MONOHYDRATE METFORMIN HYDROCHLORIDE,antidiabetes,product,METFORMIN | SITAGLIPTIN,curated_rule,GKL2343503417A1 | GKL2443503417B1,METFORMIN HYDROCHLORIDE | SITAGLIPTIN HYDROCHLORIDE MONOHYDRATE | SITAGLIPTIN HYDROCHLORIDE MONOHYDRATE. METFORMIN HYDROCHLORIDE
SITAGLIPTIN PHOSPHATE,SITAGLIPTIN PHOSPHATE,antidiabetes,product,SITAGLIPTIN,curated_rule,GKL2457901817A1 | GKL2526014509A1 | GKL2526014509B1,SITAGLIPTIN PHOSPHATE
SITAGLIPTIN PHOSPHATE MONOHYDRATE,SITAGLIPTIN PHOSPHATE MONOHYDRATE,antidiabetes,product,SITAGLIPTIN,curated_rule,GKL2308521417A1 | GKL2344407517A1 | GKL2344407517B1 | GKL2408521417B1 | GKL2413326617A1 | GKL2504533017A1 | GKL2504533017B1 | GKL2518835917A1 | GKL2518835917B1 | GKL2531412617A1 | GKL2531412617B1,SITAGLIPTIN PHOSPHATE | SITAGLIPTIN PHOSPHATE MONOHYDRATE
SITAPIC 100,SITAPIC 100,antidiabetes,product,SITAGLIPTIN,curated_rule,DKL2426014309A1,SITAGLIPTIN PHOSPHATE
SITAPIC 50,SITAPIC 50,antidiabetes,product,SITAGLIPTIN,curated_rule,DKL2526014309B1,SITAGLIPTIN PHOSPHATE
SITAVIA,SITAVIA,antidiabetes,product,SITAGLIPTIN,curated_rule,DKL2531412317A1 | DKL2531412317B1,SITAGLIPTIN PHOSPHATE
SITAZIT,SITAZIT,antidiabetes,product,SITAGLIPTIN,curated_rule,DKL2243503017A1 | DKL2243503017B1,SITAGLIPTIN HYDROCHLORIDE MONOHYDRATE
SITAZIT-M,SITAZIT M,antidiabetes,product,METFORMIN | SITAGLIPTIN,curated_rule,DKL2343503517A1 | DKL2343503517B1,METFORMIN HYDROCHLORIDE | SITAGLIPTIN HYDROCHLORIDE MONOHYDRATE | SITAGLIPTIN HYDROCHLORIDE MONOHYDRATE. METFORMIN HYDROCHLORIDE
SODIUM VALPROATE,SODIUM VALPROATE,antikonvulsan,product,VALPROATE,curated_rule,GKL1615625537A1 | GKL1615625537A2 | GKL1618827937A1 | GKL1619932537A1 | GKL1702356437A1 | GKL1909324737A1 | GKL1912430537A1 | GKL1919621037A1 | GKL2013614137A1,SODIUM VALPROATE
SOLASIC,SOLASIC,nsaid,product,MEFENAMIC,curated_rule,DKL0033400904A1,MEFENAMIC ACID
SOLIQUA,SOLIQUA,antidiabetes,product,INSULIN,curated_rule,DKI1959203043A1 | DKI1959203043B1,INSULIN GLARGINE. LIXISENATIDE
SOLVAST-20,SOLVAST 20,statin,product,ATORVASTATIN,curated_rule,DKL2433407709A1,ATORVASTATIN CALCIUM
SOLVAST-40,SOLVAST 40,statin,product,ATORVASTATIN,curated_rule,DKL2433407709B1,ATORVASTATIN CALCIUM
SPEDIFEN,SPEDIFEN,nsaid,product,IBUPROFEN,curated_rule,DKI1074300417A1 | DKI1314500522A1,IBUPROFEN
STAMOTENS 10,STAMOTENS 10,ccb,product,AMLODIPINE,curated_rule,DKL1019615410B1,AMLODIPINE BESILATE
STAMOTENS 5,STAMOTENS 5,ccb,product,AMLODIPINE,curated_rule,DKL1019615410A1,AMLODIPINE BESILATE
STANALIN DS,STANALIN DS,nsaid,product,MEFENAMIC,curated_rule,DKL2006421033A1,MEFENAMIC ACID
STANZA 500,STANZA 500,nsaid,product,MEFENAMIC,curated_rule,DKL9208501204A1,MEFENAMIC ACID
STATCOL,STATCOL,statin,product,SIMVASTATIN,curated_rule,DKL2444408310A1 | DKL2444408310B1,SIMVASTATIN
STATOR,STATOR,statin,product,ATORVASTATIN,curated_rule,DKL1905055017C1,ATORVASTATIN CALCIUM TRIHYDRATE
STATOR 10,STATOR 10,statin,product,ATORVASTATIN,curated_rule,DKL1605055017A1,ATORVASTATIN CALCIUM TRIHYDRATE
STATOR 20,STATOR 20,statin,product,ATORVASTATIN,curated_rule,DKL1605055017B1,ATORVASTATIN CALCIUM TRIHYDRATE
STAVINOR 10,STAVINOR 10,statin,product,ATORVASTATIN,curated_rule,DKL1421644517A1,ATORVASTATIN CALCIUM
STAVINOR 20,STAVINOR 20,statin,product,ATORVASTATIN,curated_rule,DKL1421644517B1,ATORVASTATIN CALCIUM
STAVINOR 40,STAVINOR 40,statin,product,ATORVASTATIN,curated_rule,DKL1421644517C1,ATORVASTATIN CALCIUM
STIROLAC,STIROLAC,nsaid,product,KETOROLAC,curated_rule,DKL2009226017A1,KETOROLAC TROMETAMOL
STURDIPMET,STURDIPMET,antidiabetes,product,METFORMIN | SITAGLIPTIN,curated_rule,DKI2554800617B1,METFORMIN HYDROCHLORIDE | SITAGLIPTIN PHOSPHATE MONOHYDRATE
SUDREX EXTRA,SUDREX EXTRA,nsaid,product,ACETYLSALICYLIC | IBUPROFEN,curated_rule,LKE23227018,ACETYLSALICYLIC ACID | PARACETAMOL. IBUPROFEN. CAFFEINE
SUDREX EXTRA,SUDREX EXTRA,xantin,product,CAFFEINE,curated_rule,LKE23227018,CAFFEINE | PARACETAMOL. IBUPROFEN. CAFFEINE
SUPER TETRA,SUPER TETRA,antibiotik_tetrasiklin,product,TETRACYCLINE,curated_rule,DKL8304501502A1,TETRACYCLINE HYDROCHLORIDE
SUPRABIOTIC,SUPRABIOTIC,antibiotik_tetrasiklin,product,TETRACYCLINE,curated_rule,DKL8627903201A1,TETRACYCLINE HYDROCHLORIDE
SUPRAFENID,SUPRAFENID,nsaid,product,KETOPROFEN,curated_rule,DKL0315616553A1,KETOPROFEN
SUVESCO 10,SUVESCO 10,statin,product,ROSUVASTATIN,curated_rule,DKL1302505017A1,ROSUVASTATIN CALCIUM
SUVESCO 20,SUVESCO 20,statin,product,ROSUVASTATIN,curated_rule,DKL1302505017B1,ROSUVASTATIN CALCIUM
SUVESCO 40,SUVESCO 40,statin,product,ROSUVASTATIN,curated_rule,DKL1302505109A1,ROSUVASTATIN CALCIUM
SVT 10,SVT 10,statin,product,SIMVASTATIN,curated_rule,DKL1008516217A1,SIMVASTATIN
SVT 20,SVT 20,statin,product,SIMVASTATIN,curated_rule,DKL1008516217B1,SIMVASTATIN
TABOS,TABOS,xantin,product,CAFFEINE,curated_rule,DBL2006512004A1,PARACETAMOL. CAFFEINE
TABOS EXTRA,TABOS EXTRA,nsaid,product,IBUPROFEN,curated_rule,DTL2006512204A1,PARACETAMOL. CAFFEINE. IBUPROFEN
