Nomor Registrasi,Nama Produk,product_name_norm,Zat_Aktif,zat_aktif_norm,reason
DTL2433558536A1,RYCOX NEO,RYCOX NEO,PSEUDOEPHEDRINE HYDROCHLORIDE,PSEUDOEPHEDRINE HYDROCHLORIDE,no_curated_drug_category_match
DKL2208027636A1,RYDIAN,RYDIAN,CETIRIZINE HYDROCHLORIDE,CETIRIZINE HYDROCHLORIDE,no_curated_drug_category_match
DTL0408013617A1,RYDIAN,RYDIAN,CETIRIZINE HYDROCHLORIDE,CETIRIZINE HYDROCHLORIDE,no_curated_drug_category_match
DTL2108027037A1,RYDIAN,RYDIAN,CETIRIZINE HYDROCHLORIDE,CETIRIZINE HYDROCHLORIDE,no_curated_drug_category_match
DKL1533534117A1,RYMONT,RYMONT,MONTELUKAST SODIUM,MONTELUKAST SODIUM,no_curated_drug_category_match
DKL1833541522A1,RYMONT,RYMONT,MONTELUKAST SODIUM,MONTELUKAST SODIUM,no_curated_drug_category_match
DKL2233554319A1,RYMONT,RYMONT,MONTELUKAST SODIUM,MONTELUKAST SODIUM,no_curated_drug_category_match
LKE12045009,RYTHMA,RYTHMA,AMIODARONE HYDROCHLORIDE,AMIODARONE HYDROCHLORIDE,no_curated_drug_category_match
DKL0200202617A1,RYTMONORM,RYTMONORM,PROPAFENONE HYDROCHLORIDE,PROPAFENONE HYDROCHLORIDE,no_curated_drug_category_match
DKL0133504036A1,RYVEL,RYVEL,CETIRIZINE HYDROCHLORIDE,CETIRIZINE HYDROCHLORIDE,no_curated_drug_category_match
DTL0433510437A1,RYVEL,RYVEL,CETIRIZINE HYDROCHLORIDE,CETIRIZINE HYDROCHLORIDE,no_curated_drug_category_match
DTL2433558219A1,RYVEL,RYVEL,CETIRIZINE HYDROCHLORIDE,CETIRIZINE HYDROCHLORIDE,no_curated_drug_category_match
DTL2533560317A1,RYVEL,RYVEL,CETIRIZINE HYDROCHLORIDE,CETIRIZINE HYDROCHLORIDE,no_curated_drug_category_match
DTL0735802617A1,RYZICOR,RYZICOR,CETIRIZINE HYDROCHLORIDE,CETIRIZINE HYDROCHLORIDE,no_curated_drug_category_match
DTL1621022337A1,RZ-20,RZ 20,ZINC SULFATE MONOHYDRATE,ZINC SULFATE MONOHYDRATE,no_curated_drug_category_match
DKL1733539744A1,S - OMEVELL,S OMEVELL,ESOMEPRAZOLE SODIUM,ESOMEPRAZOLE SODIUM,no_curated_drug_category_match
DKL1633535615A1,S-OMEVELL,S OMEVELL,ESOMEPRAZOLE MAGNESIUM TRIHYDRATE,ESOMEPRAZOLE MAGNESIUM TRIHYDRATE,no_curated_drug_category_match
DKL1633535615B1,S-OMEVELL,S OMEVELL,ESOMEPRAZOLE MAGNESIUM TRIHYDRATE,ESOMEPRAZOLE MAGNESIUM TRIHYDRATE,no_curated_drug_category_match
DKL1943002001A1,SACTINE 10,SACTINE 10,FLUOXETINE HYDROCHLORIDE,FLUOXETINE HYDROCHLORIDE,no_curated_drug_category_match
DKL1943002001B1,SACTINE 20,SACTINE 20,FLUOXETINE HYDROCHLORIDE,FLUOXETINE HYDROCHLORIDE,no_curated_drug_category_match
DKL9405014410A1,SAFETIN,SAFETIN,LORATADINE,LORATADINE,no_curated_drug_category_match
DKL0228603229A1,SAGALON,SAGALON,DOXEPIN HYDROCHLORIDE,DOXEPIN HYDROCHLORIDE,no_curated_drug_category_match
DKL0022231760A1,SAGESTAM,SAGESTAM,GENTAMICIN SULFATE,GENTAMICIN SULFATE,no_curated_drug_category_match
DKL9322213529A1,SAGESTAM,SAGESTAM,GENTAMICIN SULFATE,GENTAMICIN SULFATE,no_curated_drug_category_match
DKI1480501643A1,SAIZEN,SAIZEN,SOMATROPIN,SOMATROPIN,no_curated_drug_category_match
DKI1480501643A1,"SAIZEN 5,83 MG/ML",SAIZEN 5 83 MG ML,SOMATROPIN,SOMATROPIN,no_curated_drug_category_match
DKL7804407610B1,SALBRON,SALBRON,SALBUTAMOL SULFATE,SALBUTAMOL SULFATE,no_curated_drug_category_match
DKL9004406337A1,SALBRON EKSPEKTORAN,SALBRON EKSPEKTORAN,GUAIFENESIN,GUAIFENESIN,no_curated_drug_category_match
DKL9004406337A1,SALBRON EKSPEKTORAN,SALBRON EKSPEKTORAN,SALBUTAMOL SULFATE,SALBUTAMOL SULFATE,no_curated_drug_category_match
DKL9004406337A1,SALBRON EKSPEKTORAN,SALBRON EKSPEKTORAN,SALBUTAMOL SULFATE. GUAIFENESIN,SALBUTAMOL SULFATE GUAIFENESIN,no_curated_drug_category_match
DKL1916710737A1,SALBUGEN,SALBUGEN,SALBUTAMOL SULFATE,SALBUTAMOL SULFATE,no_curated_drug_category_match
DKL1916710610A1,SALBUGEN 2,SALBUGEN 2,SALBUTAMOL SULFATE,SALBUTAMOL SULFATE,no_curated_drug_category_match
DKL1916710610B1,SALBUGEN 4,SALBUGEN 4,SALBUTAMOL SULFATE,SALBUTAMOL SULFATE,no_curated_drug_category_match
DKL1916710937A1,SALBUGEN EKSPEKTORAN,SALBUGEN EKSPEKTORAN,GUAIFENESIN,GUAIFENESIN,no_curated_drug_category_match
DKL1916710937A1,SALBUGEN EKSPEKTORAN,SALBUGEN EKSPEKTORAN,SALBUTAMOL SULFATE,SALBUTAMOL SULFATE,no_curated_drug_category_match
DKL1916710937A1,SALBUGEN EKSPEKTORAN,SALBUGEN EKSPEKTORAN,SALBUTAMOL SULFATE. GUAIFENESIN,SALBUTAMOL SULFATE GUAIFENESIN,no_curated_drug_category_match
GKL0631111310A1,SALBUTAMOL SULFATE,SALBUTAMOL SULFATE,SALBUTAMOL SULFATE,SALBUTAMOL SULFATE,no_curated_drug_category_match
GKL0631111310B1,SALBUTAMOL SULFATE,SALBUTAMOL SULFATE,SALBUTAMOL SULFATE,SALBUTAMOL SULFATE,no_curated_drug_category_match
GKL0920936937A1,SALBUTAMOL SULFATE,SALBUTAMOL SULFATE,SALBUTAMOL SULFATE,SALBUTAMOL SULFATE,no_curated_drug_category_match
GKL1331535168A2,SALBUTAMOL SULFATE,SALBUTAMOL SULFATE,SALBUTAMOL SULFATE,SALBUTAMOL SULFATE,no_curated_drug_category_match
GKL1909611737A1,SALBUTAMOL SULFATE,SALBUTAMOL SULFATE,SALBUTAMOL SULFATE,SALBUTAMOL SULFATE,no_curated_drug_category_match
GKL1916710510A1,SALBUTAMOL SULFATE,SALBUTAMOL SULFATE,SALBUTAMOL SULFATE,SALBUTAMOL SULFATE,no_curated_drug_category_match
GKL1916710510B1,SALBUTAMOL SULFATE,SALBUTAMOL SULFATE,SALBUTAMOL SULFATE,SALBUTAMOL SULFATE,no_curated_drug_category_match
GKL1916710837A1,SALBUTAMOL SULFATE,SALBUTAMOL SULFATE,SALBUTAMOL SULFATE,SALBUTAMOL SULFATE,no_curated_drug_category_match
GKL2002361210A1,SALBUTAMOL SULFATE,SALBUTAMOL SULFATE,SALBUTAMOL SULFATE,SALBUTAMOL SULFATE,no_curated_drug_category_match
GKL2006512610A1,SALBUTAMOL SULFATE,SALBUTAMOL SULFATE,SALBUTAMOL SULFATE,SALBUTAMOL SULFATE,no_curated_drug_category_match
GKL2009612310A1,SALBUTAMOL SULFATE,SALBUTAMOL SULFATE,SALBUTAMOL SULFATE,SALBUTAMOL SULFATE,no_curated_drug_category_match
GKL2009612310B1,SALBUTAMOL SULFATE,SALBUTAMOL SULFATE,SALBUTAMOL SULFATE,SALBUTAMOL SULFATE,no_curated_drug_category_match
GKL2113714668A1,SALBUTAMOL SULFATE,SALBUTAMOL SULFATE,SALBUTAMOL SULFATE,SALBUTAMOL SULFATE,no_curated_drug_category_match
GKL2144402610A1,SALBUTAMOL SULFATE,SALBUTAMOL SULFATE,SALBUTAMOL SULFATE,SALBUTAMOL SULFATE,no_curated_drug_category_match
GKL2144402610B1,SALBUTAMOL SULFATE,SALBUTAMOL SULFATE,SALBUTAMOL SULFATE,SALBUTAMOL SULFATE,no_curated_drug_category_match
GKL2202365368A1,SALBUTAMOL SULFATE,SALBUTAMOL SULFATE,SALBUTAMOL SULFATE,SALBUTAMOL SULFATE,no_curated_drug_category_match
GKL9832707710A1,SALBUTAMOL SULFATE,SALBUTAMOL SULFATE,SALBUTAMOL SULFATE,SALBUTAMOL SULFATE,no_curated_drug_category_match
DKI2100400339A1,SALBUVEN,SALBUVEN,SALBUTAMOL SULFATE,SALBUTAMOL SULFATE,no_curated_drug_category_match
DKL1121602210B1,SALBUVEN,SALBUVEN,SALBUTAMOL SULFATE,SALBUTAMOL SULFATE,no_curated_drug_category_match
DKL0221627537A1,SALBUVEN EXPECTORANT,SALBUVEN EXPECTORANT,GUAIFENESIN,GUAIFENESIN,no_curated_drug_category_match
DKL0221627537A1,SALBUVEN EXPECTORANT,SALBUVEN EXPECTORANT,GUAIFENESIN. SALBUTAMOL SULFATE,GUAIFENESIN SALBUTAMOL SULFATE,no_curated_drug_category_match
DKL0221627537A1,SALBUVEN EXPECTORANT,SALBUVEN EXPECTORANT,SALBUTAMOL SULFATE,SALBUTAMOL SULFATE,no_curated_drug_category_match
DTL1810906937A1,SALDEXTAMIN,SALDEXTAMIN,DEXCHLORPHENIRAMINE MALEATE,DEXCHLORPHENIRAMINE MALEATE,no_curated_drug_category_match
DKL1209320843A1,SALDONA,SALDONA,CARBAZOCHROME SODIUM SULFONATE,CARBAZOCHROME SODIUM SULFONATE,no_curated_drug_category_match
DKL9406409730A1,SALGEN,SALGEN,GENTAMICIN SULFATE,GENTAMICIN SULFATE,no_curated_drug_category_match
DKL9906411729A1,SALGEN,SALGEN,GENTAMICIN SULFATE,GENTAMICIN SULFATE,no_curated_drug_category_match
DKL9906411829A1,SALGEN PLUS,SALGEN PLUS,GENTAMICIN SULFATE. BETAMETHASONE VALERATE,GENTAMICIN SULFATE BETAMETHASONE VALERATE,no_curated_drug_category_match
DKI1951400167A1,SALMEFLO,SALMEFLO,FLUTICASONE PROPIONATE,FLUTICASONE PROPIONATE,no_curated_drug_category_match
DKI1951400167A1,SALMEFLO,SALMEFLO,SALMETEROL XINAFOATE,SALMETEROL XINAFOATE,no_curated_drug_category_match
DKI1951400167A1,SALMEFLO,SALMEFLO,SALMETEROL XINAFOATE. FLUTICASONE PROPIONATE,SALMETEROL XINAFOATE FLUTICASONE PROPIONATE,no_curated_drug_category_match
DKI1881000522C1,SALOFALK,SALOFALK,MESALAZINE,MESALAZINE,no_curated_drug_category_match
DKI9981000253A1,SALOFALK,SALOFALK,MESALAZINE,MESALAZINE,no_curated_drug_category_match
DKI9981000358A1,SALOFALK,SALOFALK,MESALAZINE,MESALAZINE,no_curated_drug_category_match
DKI9581000115A1,SALOFALK 250,SALOFALK 250,MESALAZINE,MESALAZINE,no_curated_drug_category_match
DKI9981000115B1,SALOFALK 500,SALOFALK 500,MESALAZINE,MESALAZINE,no_curated_drug_category_match
DKL1010905801A1,SALTIAM,SALTIAM,THIAMPHENICOL,THIAMPHENICOL,no_curated_drug_category_match
DKL9617611329A1,SALTICIN,SALTICIN,GENTAMICIN SULFATE,GENTAMICIN SULFATE,no_curated_drug_category_match
DKL9617611443A1,SALTICIN,SALTICIN,GENTAMICIN SULFATE,GENTAMICIN SULFATE,no_curated_drug_category_match
DKL0110902933B1,SALTRIM,SALTRIM,SULFAMETHOXAZOLE,SULFAMETHOXAZOLE,no_curated_drug_category_match
DKL0110902933B1,SALTRIM,SALTRIM,TRIMETHOPRIM,TRIMETHOPRIM,no_curated_drug_category_match
DKL9910902933A1,SALTRIM FORTE,SALTRIM FORTE,SULFAMETHOXAZOLE,SULFAMETHOXAZOLE,no_curated_drug_category_match
DKL9910902933A1,SALTRIM FORTE,SALTRIM FORTE,TRIMETHOPRIM,TRIMETHOPRIM,no_curated_drug_category_match
DKL2108027168A1,SALVEN,SALVEN,SALBUTAMOL SULFATE,SALBUTAMOL SULFATE,no_curated_drug_category_match
DKL0823410310A1,SAMCLOVIR,SAMCLOVIR,ACICLOVIR,ACICLOVIR,no_curated_drug_category_match
DKL1823415029A1,SAMCLOVIR,SAMCLOVIR,ACICLOVIR,ACICLOVIR,no_curated_drug_category_match
DTL8821905010A1,SAMCODIN,SAMCODIN,CHLORPHENAMINE MALEATE,CHLORPHENAMINE MALEATE,no_curated_drug_category_match
DTL8821905010A1,SAMCODIN,SAMCODIN,DEXTROMETHORPHAN HYDROBROMIDE,DEXTROMETHORPHAN HYDROBROMIDE,no_curated_drug_category_match
DTL8821905010A1,SAMCODIN,SAMCODIN,GUAIFENESIN,GUAIFENESIN,no_curated_drug_category_match
DKL2021908710A1,SAMCOHISTIN,SAMCOHISTIN,BETAHISTINE MESILATE,BETAHISTINE MESILATE,no_curated_drug_category_match
DBL8821903604A1,SAMCONAL,SAMCONAL,PARACETAMOL,PARACETAMOL,no_curated_drug_category_match
DTL1621903604A1,SAMCONAL FORTE,SAMCONAL FORTE,PARACETAMOL,PARACETAMOL,no_curated_drug_category_match
DKL2421909804A1,SAMCOPAN PLUS,SAMCOPAN PLUS,HYOSCINE BUTYLBROMIDE,HYOSCINE BUTYLBROMIDE,no_curated_drug_category_match
DKL2421909804A1,SAMCOPAN PLUS,SAMCOPAN PLUS,PARACETAMOL,PARACETAMOL,no_curated_drug_category_match
DKL2221909310A1,SAMCOXOL,SAMCOXOL,AMBROXOL HYDROCHLORIDE,AMBROXOL HYDROCHLORIDE,no_curated_drug_category_match
DKL1840100804A1,SAMINOL,SAMINOL,ALLOPURINOL,ALLOPURINOL,no_curated_drug_category_match
DKL2421909738A1,SAMMOXIN FORTE,SAMMOXIN FORTE,AMOXICILLIN TRIHYDRATE,AMOXICILLIN TRIHYDRATE,no_curated_drug_category_match
DKL8721902204A1,SAMMOXIN FORTE,SAMMOXIN FORTE,AMOXICILLIN TRIHYDRATE,AMOXICILLIN TRIHYDRATE,no_curated_drug_category_match
DKI1709700810A1,SAMSCA,SAMSCA,TOLVAPTAN,TOLVAPTAN,no_curated_drug_category_match
DBL7821906363A1,SAMTACID,SAMTACID,DRIED ALUMINIUM HYDROXIDE GEL,DRIED ALUMINIUM HYDROXIDE GEL,no_curated_drug_category_match
DBL7821906363A1,SAMTACID,SAMTACID,MAGNESIUM HYDROXIDE,MAGNESIUM HYDROXIDE,no_curated_drug_category_match
DBL7821906363A1,SAMTACID,SAMTACID,MAGNESIUM HYDROXIDE. SIMETHICONE. DRIED ALUMINIUM HYDROXIDE GEL,MAGNESIUM HYDROXIDE SIMETHICONE DRIED ALUMINIUM HYDROXIDE GEL,no_curated_drug_category_match
DBL7821906363A1,SAMTACID,SAMTACID,SIMETHICONE,SIMETHICONE,no_curated_drug_category_match
DTL7822231237A1,SANADRYL DMP,SANADRYL DMP,AMMONIUM CHLORIDE,AMMONIUM CHLORIDE,no_curated_drug_category_match
DTL7822231237A1,SANADRYL DMP,SANADRYL DMP,DEXTROMETHORPHAN HYDROBROMIDE,DEXTROMETHORPHAN HYDROBROMIDE,no_curated_drug_category_match
DTL7822231237A1,SANADRYL DMP,SANADRYL DMP,DIPHENHYDRAMINE HYDROCHLORIDE,DIPHENHYDRAMINE HYDROCHLORIDE,no_curated_drug_category_match
DTL7822231237A1,SANADRYL DMP,SANADRYL DMP,SODIUM CITRATE DIHYDRATE,SODIUM CITRATE DIHYDRATE,no_curated_drug_category_match
DKL7822209237A1,SANADRYL EXPECTORANT,SANADRYL EXPECTORANT,AMMONIUM CHLORIDE,AMMONIUM CHLORIDE,no_curated_drug_category_match
DKL7822209237A1,SANADRYL EXPECTORANT,SANADRYL EXPECTORANT,DIPHENHYDRAMINE HYDROCHLORIDE,DIPHENHYDRAMINE HYDROCHLORIDE,no_curated_drug_category_match
DKL7822209237A1,SANADRYL EXPECTORANT,SANADRYL EXPECTORANT,SODIUM CITRATE DIHYDRATE,SODIUM CITRATE DIHYDRATE,no_curated_drug_category_match
DKL7822209237A1,SANADRYL EXPECTORANT,SANADRYL EXPECTORANT,SULFOGAIACOL POTASSIUM,SULFOGAIACOL POTASSIUM,no_curated_drug_category_match
DTL7822209237A1,SANADRYL EXPECTORANT,SANADRYL EXPECTORANT,AMMONIUM CHLORIDE,AMMONIUM CHLORIDE,no_curated_drug_category_match
DTL7822209237A1,SANADRYL EXPECTORANT,SANADRYL EXPECTORANT,DIPHENHYDRAMINE HYDROCHLORIDE,DIPHENHYDRAMINE HYDROCHLORIDE,no_curated_drug_category_match
DTL7822209237A1,SANADRYL EXPECTORANT,SANADRYL EXPECTORANT,SODIUM CITRATE DIHYDRATE,SODIUM CITRATE DIHYDRATE,no_curated_drug_category_match
DTL7822209237A1,SANADRYL EXPECTORANT,SANADRYL EXPECTORANT,SULFOGAIACOL POTASSIUM,SULFOGAIACOL POTASSIUM,no_curated_drug_category_match
DTL9222212104A1,SANAFLU,SANAFLU,PHENYLEPHRINE HYDROCHLORIDE. PARACETAMOL,PHENYLEPHRINE HYDROCHLORIDE PARACETAMOL,no_curated_drug_category_match
LKE20222010,SANAFLU,SANAFLU,PARACETAMOL. PHENYLPROPANOLAMINE HYDROCHLORIDE,PARACETAMOL PHENYLPROPANOLAMINE HYDROCHLORIDE,no_curated_drug_category_match
DTL0322212104B1,SANAFLU FORTE,SANAFLU FORTE,PARACETAMOL,PARACETAMOL,no_curated_drug_category_match
DTL0322212104B1,SANAFLU FORTE,SANAFLU FORTE,PARACETAMOL. PHENYLEPHRINE HYDROCHLORIDE,PARACETAMOL PHENYLEPHRINE HYDROCHLORIDE,no_curated_drug_category_match
DTL0322212104B1,SANAFLU FORTE,SANAFLU FORTE,PHENYLEPHRINE HYDROCHLORIDE,PHENYLEPHRINE HYDROCHLORIDE,no_curated_drug_category_match
LKE21222012,SANAFLU FORTE,SANAFLU FORTE,PARACETAMOL,PARACETAMOL,no_curated_drug_category_match
LKE21222012,SANAFLU FORTE,SANAFLU FORTE,PHENYLPROPANOLAMINE HYDROCHLORIDE,PHENYLPROPANOLAMINE HYDROCHLORIDE,no_curated_drug_category_match
LKE21222012,SANAFLU FORTE,SANAFLU FORTE,PHENYLPROPANOLAMINE HYDROCHLORIDE. PARACETAMOL,PHENYLPROPANOLAMINE HYDROCHLORIDE PARACETAMOL,no_curated_drug_category_match
DTL0622242604A1,SANAFLU PLUS BATUK,SANAFLU PLUS BATUK,PHENYLEPHRINE HYDROCHLORIDE. DEXTROMETHORPHAN HYDROBROMIDE. PARACETAMOL,PHENYLEPHRINE HYDROCHLORIDE DEXTROMETHORPHAN HYDROBROMIDE PARACETAMOL,no_curated_drug_category_match
DTL7822231337A1,SANAFLU PLUS BATUK,SANAFLU PLUS BATUK,PARACETAMOL. PHENYLPROPANOLAMINE HYDROCHLORIDE. DEXTROMETHORPHAN HYDROBROMIDE,PARACETAMOL PHENYLPROPANOLAMINE HYDROCHLORIDE DEXTROMETHORPHAN HYDROBROMIDE,no_curated_drug_category_match
LKE21222013,SANAFLU PLUS BATUK,SANAFLU PLUS BATUK,DEXTROMETHORPHAN HYDROBROMIDE,DEXTROMETHORPHAN HYDROBROMIDE,no_curated_drug_category_match
LKE21222013,SANAFLU PLUS BATUK,SANAFLU PLUS BATUK,PARACETAMOL,PARACETAMOL,no_curated_drug_category_match
LKE21222013,SANAFLU PLUS BATUK,SANAFLU PLUS BATUK,PARACETAMOL. DEXTROMETHORPHAN HYDROBROMIDE. PHENYLPROPANOLAMINE HYDROCHLORIDE,PARACETAMOL DEXTROMETHORPHAN HYDROBROMIDE PHENYLPROPANOLAMINE HYDROCHLORIDE,no_curated_drug_category_match
LKE21222013,SANAFLU PLUS BATUK,SANAFLU PLUS BATUK,PHENYLPROPANOLAMINE HYDROCHLORIDE,PHENYLPROPANOLAMINE HYDROCHLORIDE,no_curated_drug_category_match
DKL8822209310A1,SANAZET,SANAZET,PYRAZINAMIDE,PYRAZINAMIDE,no_curated_drug_category_match
DKL2022258337A1,SANAZOL,SANAZOL,GUAIFENESIN,GUAIFENESIN,no_curated_drug_category_match
DKL2022258337A1,SANAZOL,SANAZOL,GUAIFENESIN. OXOMEMAZINE HYDROCHLORIDE,GUAIFENESIN OXOMEMAZINE HYDROCHLORIDE,no_curated_drug_category_match
DKL2022258337A1,SANAZOL,SANAZOL,OXOMEMAZINE HYDROCHLORIDE,OXOMEMAZINE HYDROCHLORIDE,no_curated_drug_category_match
DBL1922256245A1,SANBE AIRINS,SANBE AIRINS,WITCH HAZEL,WITCH HAZEL,no_curated_drug_category_match
DKL0922246443A1,SANBE API,SANBE API,WATER FOR INJECTION,WATER FOR INJECTION,no_curated_drug_category_match
DBL2322264346A1,SANBE FRESH,SANBE FRESH,POLYVINYLPYRROLIDONE,POLYVINYLPYRROLIDONE,no_curated_drug_category_match
DKL1022247849A1,SANBE HEST 130,SANBE HEST 130,SODIUM CHLORIDE,SODIUM CHLORIDE,no_curated_drug_category_match
DKL1022247849A1,SANBE HEST 130,SANBE HEST 130,TETRASTARCH,TETRASTARCH,no_curated_drug_category_match
DKL1022247849A1,SANBE HEST 130,SANBE HEST 130,TETRASTARCH. SODIUM CHLORIDE,TETRASTARCH SODIUM CHLORIDE,no_curated_drug_category_match
DKL1022248449A1,SANBE HEST 200,SANBE HEST 200,SODIUM CHLORIDE. HEXASTARCH,SODIUM CHLORIDE HEXASTARCH,no_curated_drug_category_match
LKE25222016,SANBE HEST 200,SANBE HEST 200,HEXASTARCH,HEXASTARCH,no_curated_drug_category_match
LKE25222016,SANBE HEST 200,SANBE HEST 200,SODIUM CHLORIDE,SODIUM CHLORIDE,no_curated_drug_category_match
DTL9922230946A1,SANBE TEARS,SANBE TEARS,DEXTRAN 70,DEXTRAN 70,no_curated_drug_category_match
DTL9922230946A1,SANBE TEARS,SANBE TEARS,HYPROMELLOSE,HYPROMELLOSE,no_curated_drug_category_match
DKL1222250042A1,SANBE WATER FOR IRRIGATION,SANBE WATER FOR IRRIGATION,WATER FOR INJECTION,WATER FOR INJECTION,no_curated_drug_category_match
DKL2022258241A1,SANBE-HAIR,SANBE HAIR,FINASTERIDE,FINASTERIDE,no_curated_drug_category_match
DKL2022258241A1,SANBE-HAIR,SANBE HAIR,FINASTERIDE. MINOXIDIL,FINASTERIDE MINOXIDIL,no_curated_drug_category_match
DKL2022258241A1,SANBE-HAIR,SANBE HAIR,MINOXIDIL,MINOXIDIL,no_curated_drug_category_match
DKL2222262844A1,SANBELAT,SANBELAT,BLEOMYCIN SULFATE,BLEOMYCIN SULFATE,no_curated_drug_category_match
LKE20222009,SANBELAT,SANBELAT,BLEOMYCIN SULFATE,BLEOMYCIN SULFATE,no_curated_drug_category_match
DTL1922255847A1,SANBRETH,SANBRETH,SODIUM CHLORIDE,SODIUM CHLORIDE,no_curated_drug_category_match
DKI2499800917A1,SANCITABIN,SANCITABIN,CAPECITABINE,CAPECITABINE,no_curated_drug_category_match
DKL7622252130A1,SANCORTMYCIN,SANCORTMYCIN,HYDROCORTISONE. OXYTETRACYCLINE HYDROCHLORIDE,HYDROCORTISONE OXYTETRACYCLINE HYDROCHLORIDE,no_curated_drug_category_match
DKL2122261301A1,SANCOSTEIN,SANCOSTEIN,ERDOSTEINE,ERDOSTEINE,no_curated_drug_category_match
DKL0033302417A1,SANDEPRIL 50,SANDEPRIL 50,MAPROTILINE HYDROCHLORIDE,MAPROTILINE HYDROCHLORIDE,no_curated_drug_category_match
DKL1222250643A1,SANDOBICIN,SANDOBICIN,DOXORUBICIN HYDROCHLORIDE,DOXORUBICIN HYDROCHLORIDE,no_curated_drug_category_match
DKI2265700143A1,SANDOSTATIN,SANDOSTATIN,OCTREOTIDE,OCTREOTIDE,no_curated_drug_category_match
DKI2281602044A1,SANDOSTATIN LAR,SANDOSTATIN LAR,OCTREOTIDE ACETATE,OCTREOTIDE ACETATE,no_curated_drug_category_match
DKI2281602044B1,SANDOSTATIN LAR,SANDOSTATIN LAR,OCTREOTIDE ACETATE,OCTREOTIDE ACETATE,no_curated_drug_category_match
DKL2122261449A1,SANDRONIC,SANDRONIC,ZOLEDRONIC ACID MONOHYDRATE,ZOLEDRONIC ACID MONOHYDRATE,no_curated_drug_category_match
DKL0722244210B1,SANEXON 16,SANEXON 16,METHYLPREDNISOLONE,METHYLPREDNISOLONE,no_curated_drug_category_match
DKL0122234010A1,SANEXON 4,SANEXON 4,METHYLPREDNISOLONE,METHYLPREDNISOLONE,no_curated_drug_category_match
DKL0722244210A1,SANEXON 8,SANEXON 8,METHYLPREDNISOLONE,METHYLPREDNISOLONE,no_curated_drug_category_match
DKL1922257243A1,SANFURACIL,SANFURACIL,FLUOROURACIL,FLUOROURACIL,no_curated_drug_category_match
DKL1122249533A1,SANFURO,SANFURO,NIFUROXAZIDE,NIFUROXAZIDE,no_curated_drug_category_match
LKE13158001,SANGOBION,SANGOBION,ASCORBIC ACID,ASCORBIC ACID,no_curated_drug_category_match
LKE13158001,SANGOBION,SANGOBION,COPPER (II) SULFATE PENTAHYDRATE,COPPER II SULFATE PENTAHYDRATE,no_curated_drug_category_match
LKE13158001,SANGOBION,SANGOBION,CYANOCOBALAMIN,CYANOCOBALAMIN,no_curated_drug_category_match
LKE13158001,SANGOBION,SANGOBION,FERROUS GLUCONATE,FERROUS GLUCONATE,no_curated_drug_category_match
LKE13158001,SANGOBION,SANGOBION,FERROUS GLUCONATE. ASCORBIC ACID. FOLIC ACID. COPPER (II) SULFATE PENTAHYDRATE. MANGANESE SULFATE. CYANOCOBALAMIN. SORBITOL,FERROUS GLUCONATE ASCORBIC ACID FOLIC ACID COPPER II SULFATE PENTAHYDRATE MANGANESE SULFATE CYANOCOBALAMIN SORBITOL,no_curated_drug_category_match
LKE13158001,SANGOBION,SANGOBION,FERROUS GLUCONATE. ASCORBIC ACID. FOLIC ACID. CYANOCOBALAMIN. SORBITOL. MANGANESE SULFATE. COPPER (II) SULFATE PENTAHYDRATE,FERROUS GLUCONATE ASCORBIC ACID FOLIC ACID CYANOCOBALAMIN SORBITOL MANGANESE SULFATE COPPER II SULFATE PENTAHYDRATE,no_curated_drug_category_match
LKE13158001,SANGOBION,SANGOBION,FOLIC ACID,FOLIC ACID,no_curated_drug_category_match
LKE13158001,SANGOBION,SANGOBION,FOLIC ACID. COPPER (II) SULFATE PENTAHYDRATE. FERROUS GLUCONATE. ASCORBIC ACID. MANGANESE SULFATE. SORBITOL. CYANOCOBALAMIN,FOLIC ACID COPPER II SULFATE PENTAHYDRATE FERROUS GLUCONATE ASCORBIC ACID MANGANESE SULFATE SORBITOL CYANOCOBALAMIN,no_curated_drug_category_match
LKE13158001,SANGOBION,SANGOBION,MANGANESE SULFATE,MANGANESE SULFATE,no_curated_drug_category_match
LKE13158001,SANGOBION,SANGOBION,SORBITOL,SORBITOL,no_curated_drug_category_match
LKE15158008,SANGOBION,SANGOBION,FERROUS GLUCONATE. BIOTIN. THIAMINE HYDROCHLORIDE. PYRIDOXINE HYDROCHLORIDE. NICOTINAMIDE. RIBOFLAVIN,FERROUS GLUCONATE BIOTIN THIAMINE HYDROCHLORIDE PYRIDOXINE HYDROCHLORIDE NICOTINAMIDE RIBOFLAVIN,no_curated_drug_category_match
LKE25045036,SANGOBION CAPSULE,SANGOBION CAPSULE,ASCORBIC ACID,ASCORBIC ACID,no_curated_drug_category_match
LKE25045036,SANGOBION CAPSULE,SANGOBION CAPSULE,COPPER (II) SULFATE PENTAHYDRATE,COPPER II SULFATE PENTAHYDRATE,no_curated_drug_category_match
LKE25045036,SANGOBION CAPSULE,SANGOBION CAPSULE,CYANOCOBALAMIN,CYANOCOBALAMIN,no_curated_drug_category_match
LKE25045036,SANGOBION CAPSULE,SANGOBION CAPSULE,FERROUS GLUCONATE,FERROUS GLUCONATE,no_curated_drug_category_match
LKE25045036,SANGOBION CAPSULE,SANGOBION CAPSULE,FOLIC ACID,FOLIC ACID,no_curated_drug_category_match
