Nomor Registrasi,Nama Produk,product_name_norm,Zat_Aktif,zat_aktif_norm,drug_category,match_pattern,match_type,source
DKL2513716017B1,AMLOVAL 5/80,AMLOVAL 5 80,VALSARTAN,VALSARTAN,ace_arb,VALSARTAN,token_substring,curated_rule
DKL2513716017B1,AMLOVAL 5/80,AMLOVAL 5 80,AMLODIPINE BESILATE,AMLODIPINE BESILATE,ccb,AMLODIPINE,token_substring,curated_rule
DTL0302333933A1,ANAFEN,ANAFEN,IBUPROFEN,IBUPROFEN,nsaid,IBUPROFEN,token_substring,curated_rule
DKL9116105609B1,ANALSPEC 500,ANALSPEC 500,MEFENAMIC ACID,MEFENAMIC ACID,nsaid,MEFENAMIC,token_substring,curated_rule
DKL9207802304A1,ANASTAN FORTE,ANASTAN FORTE,MEFENAMIC ACID,MEFENAMIC ACID,nsaid,MEFENAMIC,token_substring,curated_rule
DKL9911630217A1,ANGIOTEN,ANGIOTEN,LOSARTAN POTASSIUM,LOSARTAN POTASSIUM,ace_arb,LOSARTAN,token_substring,curated_rule
DKL2222263304A1,ANGITEL 40,ANGITEL 40,TELMISARTAN,TELMISARTAN,ace_arb,TELMISARTAN,token_substring,curated_rule
DKL2222263304B1,ANGITEL 80,ANGITEL 80,TELMISARTAN,TELMISARTAN,ace_arb,TELMISARTAN,token_substring,curated_rule
DKL0722244310A1,ANPIRIDE 1,ANPIRIDE 1,GLIMEPIRIDE,GLIMEPIRIDE,antidiabetes,GLIMEPIRIDE,token_substring,curated_rule
DKL0722244310B1,ANPIRIDE 2,ANPIRIDE 2,GLIMEPIRIDE,GLIMEPIRIDE,antidiabetes,GLIMEPIRIDE,token_substring,curated_rule
DKL0722244310C1,ANPIRIDE 3,ANPIRIDE 3,GLIMEPIRIDE,GLIMEPIRIDE,antidiabetes,GLIMEPIRIDE,token_substring,curated_rule
DKL0722244310D1,ANPIRIDE 4,ANPIRIDE 4,GLIMEPIRIDE,GLIMEPIRIDE,antidiabetes,GLIMEPIRIDE,token_substring,curated_rule
DKL2102907843A1,ANTITEN-A,ANTITEN A,ENOXAPARIN SODIUM,ENOXAPARIN SODIUM,antikoagulan,ENOXAPARIN,token_substring,curated_rule
DKI0559201843A1,APIDRA,APIDRA,INSULIN GLULISINE,INSULIN GLULISINE,antidiabetes,INSULIN,token_substring,curated_rule
DKI0559201843A5,APIDRA,APIDRA,INSULIN GLULISINE,INSULIN GLULISINE,antidiabetes,INSULIN,token_substring,curated_rule
DKL2531552917A1,APIFAR,APIFAR,APIXABAN,APIXABAN,antikoagulan,APIXABAN,token_substring,curated_rule
DKL2531552917B1,APIFAR,APIFAR,APIXABAN,APIXABAN,antikoagulan,APIXABAN,token_substring,curated_rule
DKI2249501017A1,APIGAT,APIGAT,APIXABAN,APIXABAN,antikoagulan,APIXABAN,token_substring,curated_rule
DKI2249501017B1,APIGAT,APIGAT,APIXABAN,APIXABAN,antikoagulan,APIXABAN,token_substring,curated_rule
GKL2409505017A1,APIXABAN,APIXABAN,APIXABAN,APIXABAN,antikoagulan,APIXABAN,token_substring,curated_rule
GKL2409505017B1,APIXABAN,APIXABAN,APIXABAN,APIXABAN,antikoagulan,APIXABAN,token_substring,curated_rule
GKL2531553017A1,APIXABAN,APIXABAN,APIXABAN,APIXABAN,antikoagulan,APIXABAN,token_substring,curated_rule
GKL2531553017B1,APIXABAN,APIXABAN,APIXABAN,APIXABAN,antikoagulan,APIXABAN,token_substring,curated_rule
GKL2543506017A1,APIXABAN,APIXABAN,APIXABAN,APIXABAN,antikoagulan,APIXABAN,token_substring,curated_rule
GKL2543506017B1,APIXABAN,APIXABAN,APIXABAN,APIXABAN,antikoagulan,APIXABAN,token_substring,curated_rule
DKL1021634301A1,APRION,APRION,PREGABALIN,PREGABALIN,antikonvulsan,PREGABALIN,token_substring,curated_rule
DKL1021634301B1,APRION,APRION,PREGABALIN,PREGABALIN,antikonvulsan,PREGABALIN,token_substring,curated_rule
DKL1021634301C1,APRION,APRION,PREGABALIN,PREGABALIN,antikonvulsan,PREGABALIN,token_substring,curated_rule
DKI2218604517A1,APRIXA,APRIXA,APIXABAN,APIXABAN,antikoagulan,APIXABAN,token_substring,curated_rule
DKI2518604517B1,APRIXA,APRIXA,APIXABAN,APIXABAN,antikoagulan,APIXABAN,token_substring,curated_rule
DKL2543505917A1,APRIXA,APRIXA,APIXABAN,APIXABAN,antikoagulan,APIXABAN,token_substring,curated_rule
DKL2543505917B1,APRIXA,APRIXA,APIXABAN,APIXABAN,antikoagulan,APIXABAN,token_substring,curated_rule
DKI1077402717B1,APROVEL,APROVEL,IRBESARTAN,IRBESARTAN,ace_arb,IRBESARTAN,token_substring,curated_rule
DKI1077402717C1,APROVEL,APROVEL,IRBESARTAN,IRBESARTAN,ace_arb,IRBESARTAN,token_substring,curated_rule
DKL9417805715A1,APTOR,APTOR,ACETYLSALICYLIC ACID,ACETYLSALICYLIC ACID,nsaid,ACETYLSALICYLIC,token_substring,curated_rule
DKL9621010009A1,ARBUPON,ARBUPON,IBUPROFEN,IBUPROFEN,nsaid,IBUPROFEN,token_substring,curated_rule
DTL1421021233A1,ARBUPON,ARBUPON,IBUPROFEN,IBUPROFEN,nsaid,IBUPROFEN,token_substring,curated_rule
DKL1906609417A1,ARCOXIA,ARCOXIA,ETORICOXIB,ETORICOXIB,nsaid,ETORICOXIB,token_substring,curated_rule
DKL1906609417B1,ARCOXIA,ARCOXIA,ETORICOXIB,ETORICOXIB,nsaid,ETORICOXIB,token_substring,curated_rule
DKL1906609417C1,ARCOXIA,ARCOXIA,ETORICOXIB,ETORICOXIB,nsaid,ETORICOXIB,token_substring,curated_rule
LKE17066169,ARCOXIA,ARCOXIA,ETORICOXIB,ETORICOXIB,nsaid,ETORICOXIB,token_substring,curated_rule
LKE20066190,ARCOXIA,ARCOXIA,ETORICOXIB,ETORICOXIB,nsaid,ETORICOXIB,token_substring,curated_rule
LKE20066191,ARCOXIA,ARCOXIA,ETORICOXIB,ETORICOXIB,nsaid,ETORICOXIB,token_substring,curated_rule
LKE20066194,ARCOXIA,ARCOXIA,ETORICOXIB,ETORICOXIB,nsaid,ETORICOXIB,token_substring,curated_rule
LKE20066195,ARCOXIA,ARCOXIA,ETORICOXIB,ETORICOXIB,nsaid,ETORICOXIB,token_substring,curated_rule
DKL0733404204A1,ARFEN,ARFEN,IBUPROFEN,IBUPROFEN,nsaid,IBUPROFEN,token_substring,curated_rule
DTL1533406633A1,ARFEN,ARFEN,IBUPROFEN,IBUPROFEN,nsaid,IBUPROFEN,token_substring,curated_rule
DTL1533406633B1,ARFEN FORTE,ARFEN FORTE,IBUPROFEN,IBUPROFEN,nsaid,IBUPROFEN,token_substring,curated_rule
DKL2201605317A1,ARFLAM 50,ARFLAM 50,DICLOFENAC POTASSIUM,DICLOFENAC POTASSIUM,nsaid,DICLOFENAC,token_substring,curated_rule
DKL0033201109A1,ARGESID,ARGESID,MEFENAMIC ACID,MEFENAMIC ACID,nsaid,MEFENAMIC,token_substring,curated_rule
DKL0533206310B1,ARIMED,ARIMED,MELOXICAM,MELOXICAM,nsaid,MELOXICAM,token_substring,curated_rule
DKI1785100943A1,ARIXTRA,ARIXTRA,FONDAPARINUX SODIUM,FONDAPARINUX SODIUM,antikoagulan,FONDAPARINUX,token_substring,curated_rule
DKL9917107401A1,ARTIMATIC 10,ARTIMATIC 10,PIROXICAM,PIROXICAM,nsaid,PIROXICAM,token_substring,curated_rule
DKL9917107401B1,ARTIMATIC 20,ARTIMATIC 20,PIROXICAM,PIROXICAM,nsaid,PIROXICAM,token_substring,curated_rule
DKL2201605401A1,ARTOXICAM 20,ARTOXICAM 20,PIROXICAM,PIROXICAM,nsaid,PIROXICAM,token_substring,curated_rule
DKL9904125810B1,ARTRILOX,ARTRILOX,MELOXICAM,MELOXICAM,nsaid,MELOXICAM,token_substring,curated_rule
DKL9321613715A1,ASCARDIA,ASCARDIA,ACETYLSALICYLIC ACID,ACETYLSALICYLIC ACID,nsaid,ACETYLSALICYLIC,token_substring,curated_rule
DKL9833300909A1,ASIMAT 500,ASIMAT 500,MEFENAMIC ACID,MEFENAMIC ACID,nsaid,MEFENAMIC,token_substring,curated_rule
DKL1019615709A1,ASMEF,ASMEF,MEFENAMIC ACID,MEFENAMIC ACID,nsaid,MEFENAMIC,token_substring,curated_rule
DKL2314711815A1,ASPILETS,ASPILETS,ACETYLSALICYLIC ACID,ACETYLSALICYLIC ACID,nsaid,ACETYLSALICYLIC,token_substring,curated_rule
DKL7214703063A1,ASPILETS,ASPILETS,ACETYLSALICYLIC ACID,ACETYLSALICYLIC ACID,nsaid,ACETYLSALICYLIC,token_substring,curated_rule
LKE17147051,ASPILETS,ASPILETS,ACETYLSALICYLIC ACID,ACETYLSALICYLIC ACID,nsaid,ACETYLSALICYLIC,token_substring,curated_rule
DBL8802001410A1,ASPIRIN,ASPIRIN,ACETYLSALICYLIC ACID,ACETYLSALICYLIC ACID,nsaid,ACETYLSALICYLIC,token_substring,curated_rule
LKE26020034,ASPRO 300,ASPRO 300,COATED ASPIRIN,COATED ASPIRIN,nsaid,ASPIRIN,token_substring,curated_rule
LKE26020035,ASPRO 500,ASPRO 500,COATED ASPIRIN,COATED ASPIRIN,nsaid,ASPIRIN,token_substring,curated_rule
DKL9609311615A1,ASTIKA,ASTIKA,ACETYLSALICYLIC ACID,ACETYLSALICYLIC ACID,nsaid,ACETYLSALICYLIC,token_substring,curated_rule
DKL1031529817A1,ATOFAR 10,ATOFAR 10,ATORVASTATIN CALCIUM TRIHYDRATE,ATORVASTATIN CALCIUM TRIHYDRATE,statin,ATORVASTATIN,token_substring,curated_rule
DKL1031529817B1,ATOFAR 20,ATOFAR 20,ATORVASTATIN CALCIUM TRIHYDRATE,ATORVASTATIN CALCIUM TRIHYDRATE,statin,ATORVASTATIN,token_substring,curated_rule
DKL2043501417A1,ATOFIT,ATOFIT,ATORVASTATIN CALCIUM TRIHYDRATE,ATORVASTATIN CALCIUM TRIHYDRATE,statin,ATORVASTATIN,token_substring,curated_rule
DKL2043501417B1,ATOFIT,ATOFIT,ATORVASTATIN CALCIUM TRIHYDRATE,ATORVASTATIN CALCIUM TRIHYDRATE,statin,ATORVASTATIN,token_substring,curated_rule
DKL2043501417C1,ATOFIT,ATOFIT,ATORVASTATIN CALCIUM TRIHYDRATE,ATORVASTATIN CALCIUM TRIHYDRATE,statin,ATORVASTATIN,token_substring,curated_rule
DKL1702353309A1,ATOPID,ATOPID,ATORVASTATIN CALCIUM TRIHYDRATE,ATORVASTATIN CALCIUM TRIHYDRATE,statin,ATORVASTATIN,token_substring,curated_rule
DKL1702353317A1,ATOPID,ATOPID,ATORVASTATIN CALCIUM TRIHYDRATE,ATORVASTATIN CALCIUM TRIHYDRATE,statin,ATORVASTATIN,token_substring,curated_rule
GKL1408517817A1,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM TRIHYDRATE,ATORVASTATIN CALCIUM TRIHYDRATE,statin,ATORVASTATIN,token_substring,curated_rule
GKL1408517817A1,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,statin,ATORVASTATIN,token_substring,curated_rule
GKL1408517817B1,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM TRIHYDRATE,ATORVASTATIN CALCIUM TRIHYDRATE,statin,ATORVASTATIN,token_substring,curated_rule
GKL1408517817B1,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,statin,ATORVASTATIN,token_substring,curated_rule
GKL1433532017A1,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM TRIHYDRATE,ATORVASTATIN CALCIUM TRIHYDRATE,statin,ATORVASTATIN,token_substring,curated_rule
GKL1433532017B1,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM TRIHYDRATE,ATORVASTATIN CALCIUM TRIHYDRATE,statin,ATORVASTATIN,token_substring,curated_rule
GKL1721646317A1,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,statin,ATORVASTATIN,token_substring,curated_rule
GKL1821646317B1,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,statin,ATORVASTATIN,token_substring,curated_rule
GKL1902506709A1,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,statin,ATORVASTATIN,token_substring,curated_rule
GKL1902506709B1,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,statin,ATORVASTATIN,token_substring,curated_rule
GKL2102506709C1,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,statin,ATORVASTATIN,token_substring,curated_rule
GKL2218834717A1,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM TRIHYDRATE,ATORVASTATIN CALCIUM TRIHYDRATE,statin,ATORVASTATIN,token_substring,curated_rule
GKL2218834717A1,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,statin,ATORVASTATIN,token_substring,curated_rule
GKL2333532017C1,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM TRIHYDRATE,ATORVASTATIN CALCIUM TRIHYDRATE,statin,ATORVASTATIN,token_substring,curated_rule
GKL1031529917A1,ATORVASTATIN CALCIUM TRIHYDRATE,ATORVASTATIN CALCIUM TRIHYDRATE,ATORVASTATIN CALCIUM TRIHYDRATE,ATORVASTATIN CALCIUM TRIHYDRATE,statin,ATORVASTATIN,token_substring,curated_rule
GKL1031529917B1,ATORVASTATIN CALCIUM TRIHYDRATE,ATORVASTATIN CALCIUM TRIHYDRATE,ATORVASTATIN CALCIUM TRIHYDRATE,ATORVASTATIN CALCIUM TRIHYDRATE,statin,ATORVASTATIN,token_substring,curated_rule
GKL1031529917C1,ATORVASTATIN CALCIUM TRIHYDRATE,ATORVASTATIN CALCIUM TRIHYDRATE,ATORVASTATIN CALCIUM TRIHYDRATE,ATORVASTATIN CALCIUM TRIHYDRATE,statin,ATORVASTATIN,token_substring,curated_rule
GKL1413318709A1,ATORVASTATIN CALCIUM TRIHYDRATE,ATORVASTATIN CALCIUM TRIHYDRATE,ATORVASTATIN CALCIUM TRIHYDRATE,ATORVASTATIN CALCIUM TRIHYDRATE,statin,ATORVASTATIN,token_substring,curated_rule
GKL1413318709B1,ATORVASTATIN CALCIUM TRIHYDRATE,ATORVASTATIN CALCIUM TRIHYDRATE,ATORVASTATIN CALCIUM TRIHYDRATE,ATORVASTATIN CALCIUM TRIHYDRATE,statin,ATORVASTATIN,token_substring,curated_rule
GKL1604526117A1,ATORVASTATIN CALCIUM TRIHYDRATE,ATORVASTATIN CALCIUM TRIHYDRATE,ATORVASTATIN CALCIUM TRIHYDRATE,ATORVASTATIN CALCIUM TRIHYDRATE,statin,ATORVASTATIN,token_substring,curated_rule
GKL1604526117B1,ATORVASTATIN CALCIUM TRIHYDRATE,ATORVASTATIN CALCIUM TRIHYDRATE,ATORVASTATIN CALCIUM TRIHYDRATE,ATORVASTATIN CALCIUM TRIHYDRATE,statin,ATORVASTATIN,token_substring,curated_rule
GKL1634604217A1,ATORVASTATIN CALCIUM TRIHYDRATE,ATORVASTATIN CALCIUM TRIHYDRATE,ATORVASTATIN CALCIUM TRIHYDRATE,ATORVASTATIN CALCIUM TRIHYDRATE,statin,ATORVASTATIN,token_substring,curated_rule
GKL1634604217B1,ATORVASTATIN CALCIUM TRIHYDRATE,ATORVASTATIN CALCIUM TRIHYDRATE,ATORVASTATIN CALCIUM TRIHYDRATE,ATORVASTATIN CALCIUM TRIHYDRATE,statin,ATORVASTATIN,token_substring,curated_rule
GKL1705058517A1,ATORVASTATIN CALCIUM TRIHYDRATE,ATORVASTATIN CALCIUM TRIHYDRATE,ATORVASTATIN CALCIUM TRIHYDRATE,ATORVASTATIN CALCIUM TRIHYDRATE,statin,ATORVASTATIN,token_substring,curated_rule
GKL1705058517B1,ATORVASTATIN CALCIUM TRIHYDRATE,ATORVASTATIN CALCIUM TRIHYDRATE,ATORVASTATIN CALCIUM TRIHYDRATE,ATORVASTATIN CALCIUM TRIHYDRATE,statin,ATORVASTATIN,token_substring,curated_rule
GKL1716704009C1,ATORVASTATIN CALCIUM TRIHYDRATE,ATORVASTATIN CALCIUM TRIHYDRATE,ATORVASTATIN CALCIUM TRIHYDRATE,ATORVASTATIN CALCIUM TRIHYDRATE,statin,ATORVASTATIN,token_substring,curated_rule
GKL1740809309A1,ATORVASTATIN CALCIUM TRIHYDRATE,ATORVASTATIN CALCIUM TRIHYDRATE,ATORVASTATIN CALCIUM TRIHYDRATE,ATORVASTATIN CALCIUM TRIHYDRATE,statin,ATORVASTATIN,token_substring,curated_rule
GKL1740809317A1,ATORVASTATIN CALCIUM TRIHYDRATE,ATORVASTATIN CALCIUM TRIHYDRATE,ATORVASTATIN CALCIUM TRIHYDRATE,ATORVASTATIN CALCIUM TRIHYDRATE,statin,ATORVASTATIN,token_substring,curated_rule
GKL1905058517C1,ATORVASTATIN CALCIUM TRIHYDRATE,ATORVASTATIN CALCIUM TRIHYDRATE,ATORVASTATIN CALCIUM TRIHYDRATE,ATORVASTATIN CALCIUM TRIHYDRATE,statin,ATORVASTATIN,token_substring,curated_rule
GKL1938202509A1,ATORVASTATIN CALCIUM TRIHYDRATE,ATORVASTATIN CALCIUM TRIHYDRATE,ATORVASTATIN CALCIUM TRIHYDRATE,ATORVASTATIN CALCIUM TRIHYDRATE,statin,ATORVASTATIN,token_substring,curated_rule
GKL1938202509B1,ATORVASTATIN CALCIUM TRIHYDRATE,ATORVASTATIN CALCIUM TRIHYDRATE,ATORVASTATIN CALCIUM TRIHYDRATE,ATORVASTATIN CALCIUM TRIHYDRATE,statin,ATORVASTATIN,token_substring,curated_rule
GKL1938202509C1,ATORVASTATIN CALCIUM TRIHYDRATE,ATORVASTATIN CALCIUM TRIHYDRATE,ATORVASTATIN CALCIUM TRIHYDRATE,ATORVASTATIN CALCIUM TRIHYDRATE,statin,ATORVASTATIN,token_substring,curated_rule
GKL2021028209A1,ATORVASTATIN CALCIUM TRIHYDRATE,ATORVASTATIN CALCIUM TRIHYDRATE,ATORVASTATIN CALCIUM TRIHYDRATE,ATORVASTATIN CALCIUM TRIHYDRATE,statin,ATORVASTATIN,token_substring,curated_rule
GKL2043007417A1,ATORVASTATIN CALCIUM TRIHYDRATE,ATORVASTATIN CALCIUM TRIHYDRATE,ATORVASTATIN CALCIUM TRIHYDRATE,ATORVASTATIN CALCIUM TRIHYDRATE,statin,ATORVASTATIN,token_substring,curated_rule
GKL2043007417B1,ATORVASTATIN CALCIUM TRIHYDRATE,ATORVASTATIN CALCIUM TRIHYDRATE,ATORVASTATIN CALCIUM TRIHYDRATE,ATORVASTATIN CALCIUM TRIHYDRATE,statin,ATORVASTATIN,token_substring,curated_rule
GKL2043501317A1,ATORVASTATIN CALCIUM TRIHYDRATE,ATORVASTATIN CALCIUM TRIHYDRATE,ATORVASTATIN CALCIUM TRIHYDRATE,ATORVASTATIN CALCIUM TRIHYDRATE,statin,ATORVASTATIN,token_substring,curated_rule
GKL2043501317B1,ATORVASTATIN CALCIUM TRIHYDRATE,ATORVASTATIN CALCIUM TRIHYDRATE,ATORVASTATIN CALCIUM TRIHYDRATE,ATORVASTATIN CALCIUM TRIHYDRATE,statin,ATORVASTATIN,token_substring,curated_rule
GKL2043501317C1,ATORVASTATIN CALCIUM TRIHYDRATE,ATORVASTATIN CALCIUM TRIHYDRATE,ATORVASTATIN CALCIUM TRIHYDRATE,ATORVASTATIN CALCIUM TRIHYDRATE,statin,ATORVASTATIN,token_substring,curated_rule
GKL2513615117A1,ATORVASTATIN CALCIUM TRIHYDRATE,ATORVASTATIN CALCIUM TRIHYDRATE,ATORVASTATIN CALCIUM TRIHYDRATE,ATORVASTATIN CALCIUM TRIHYDRATE,statin,ATORVASTATIN,token_substring,curated_rule
GKL2513615117B1,ATORVASTATIN CALCIUM TRIHYDRATE,ATORVASTATIN CALCIUM TRIHYDRATE,ATORVASTATIN CALCIUM TRIHYDRATE,ATORVASTATIN CALCIUM TRIHYDRATE,statin,ATORVASTATIN,token_substring,curated_rule
GKL1821646317B1,ATORVASTATIN CALCIUM.,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,statin,ATORVASTATIN,token_substring,curated_rule
DKI1863501217A1,ATOZET,ATOZET,ATORVASTATIN CALCIUM TRIHYDRATE. EZETIMIBE,ATORVASTATIN CALCIUM TRIHYDRATE EZETIMIBE,statin,ATORVASTATIN,token_substring,curated_rule
DKI1863501217A1,ATOZET,ATOZET,EZETIMIBE. ATORVASTATIN CALCIUM TRIHYDRATE,EZETIMIBE ATORVASTATIN CALCIUM TRIHYDRATE,statin,ATORVASTATIN,token_substring,curated_rule
DKI1863501217B1,ATOZET,ATOZET,ATORVASTATIN CALCIUM TRIHYDRATE. EZETIMIBE,ATORVASTATIN CALCIUM TRIHYDRATE EZETIMIBE,statin,ATORVASTATIN,token_substring,curated_rule
DKI1863501217B1,ATOZET,ATOZET,EZETIMIBE. ATORVASTATIN CALCIUM TRIHYDRATE,EZETIMIBE ATORVASTATIN CALCIUM TRIHYDRATE,statin,ATORVASTATIN,token_substring,curated_rule
DKI1863501217C1,ATOZET,ATOZET,ATORVASTATIN CALCIUM TRIHYDRATE. EZETIMIBE,ATORVASTATIN CALCIUM TRIHYDRATE EZETIMIBE,statin,ATORVASTATIN,token_substring,curated_rule
DKI1863501217C1,ATOZET,ATOZET,EZETIMIBE. ATORVASTATIN CALCIUM TRIHYDRATE,EZETIMIBE ATORVASTATIN CALCIUM TRIHYDRATE,statin,ATORVASTATIN,token_substring,curated_rule
DKI2569600117A1,ATOZET,ATOZET,ATORVASTATIN CALCIUM TRIHYDRATE,ATORVASTATIN CALCIUM TRIHYDRATE,statin,ATORVASTATIN,token_substring,curated_rule
DKI2569600117B1,ATOZET,ATOZET,ATORVASTATIN CALCIUM TRIHYDRATE,ATORVASTATIN CALCIUM TRIHYDRATE,statin,ATORVASTATIN,token_substring,curated_rule
DKI2569600117C1,ATOZET,ATOZET,ATORVASTATIN CALCIUM TRIHYDRATE,ATORVASTATIN CALCIUM TRIHYDRATE,statin,ATORVASTATIN,token_substring,curated_rule
DKL1128205710B1,ATROCOX 15,ATROCOX 15,MELOXICAM,MELOXICAM,nsaid,MELOXICAM,token_substring,curated_rule
DKL1128205710A1,"ATROCOX 7,5",ATROCOX 7 5,MELOXICAM,MELOXICAM,nsaid,MELOXICAM,token_substring,curated_rule
DKL1128205710A1,"ATROCOX-7,5",ATROCOX 7 5,MELOXICAM,MELOXICAM,nsaid,MELOXICAM,token_substring,curated_rule
DTL2009612510A1,AUXIFEN,AUXIFEN,IBUPROFEN. PARACETAMOL,IBUPROFEN PARACETAMOL,nsaid,IBUPROFEN,token_substring,curated_rule
DKL2413029009B1,AVASTOR 20,AVASTOR 20,ATORVASTATIN CALCIUM TRIHYDRATE,ATORVASTATIN CALCIUM TRIHYDRATE,statin,ATORVASTATIN,token_substring,curated_rule
DKL2213029009A1,AVASTOR 40,AVASTOR 40,ATORVASTATIN CALCIUM TRIHYDRATE,ATORVASTATIN CALCIUM TRIHYDRATE,statin,ATORVASTATIN,token_substring,curated_rule
DKI0251601749A2,AVELOX,AVELOX,MOXIFLOXACIN HYDROCHLORIDE,MOXIFLOXACIN HYDROCHLORIDE,antibiotik_fluorokuinolon,MOXIFLOXACIN,token_substring,curated_rule
DKL1302505209A1,AVESCO 10,AVESCO 10,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,statin,ATORVASTATIN,token_substring,curated_rule
DKL1302505209B1,AVESCO 20,AVESCO 20,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,statin,ATORVASTATIN,token_substring,curated_rule
DKL1302505209C1,AVESCO 40,AVESCO 40,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,statin,ATORVASTATIN,token_substring,curated_rule
DTL1423412504A1,AXAPROFEN,AXAPROFEN,IBUPROFEN,IBUPROFEN,nsaid,IBUPROFEN,token_substring,curated_rule
DTL0823410633A1,AXOFEN,AXOFEN,IBUPROFEN,IBUPROFEN,nsaid,IBUPROFEN,token_substring,curated_rule
DKL9933301010A1,BAMGETOL 200,BAMGETOL 200,CARBAMAZEPINE,CARBAMAZEPINE,antikonvulsan,CARBAMAZEPINE,token_substring,curated_rule
DKL9822224146A1,BAQUINOR,BAQUINOR,CIPROFLOXACIN HYDROCHLORIDE MONOHYDRATE,CIPROFLOXACIN HYDROCHLORIDE MONOHYDRATE,antibiotik_fluorokuinolon,CIPROFLOXACIN,token_substring,curated_rule
DKL9822224146A1,BAQUINOR,BAQUINOR,CIPROFLOXACIN HYDROCHLORIDE,CIPROFLOXACIN HYDROCHLORIDE,antibiotik_fluorokuinolon,CIPROFLOXACIN,token_substring,curated_rule
DKL1122721610B2,BELVAS 10,BELVAS 10,AMLODIPINE BESILATE,AMLODIPINE BESILATE,ccb,AMLODIPINE,token_substring,curated_rule
DKL1122721610A1,BELVAS 5,BELVAS 5,AMLODIPINE BESILATE,AMLODIPINE BESILATE,ccb,AMLODIPINE,token_substring,curated_rule
DKL9402319417A1,BENOFOMIN,BENOFOMIN,METFORMIN HYDROCHLORIDE,METFORMIN HYDROCHLORIDE,antidiabetes,METFORMIN,token_substring,curated_rule
DKL9502320409A1,BENOFOMIN,BENOFOMIN,METFORMIN HYDROCHLORIDE,METFORMIN HYDROCHLORIDE,antidiabetes,METFORMIN,token_substring,curated_rule
DKL1002342149A1,BERNOFLOX,BERNOFLOX,CIPROFLOXACIN LACTATE MONOHYDRATE,CIPROFLOXACIN LACTATE MONOHYDRATE,antibiotik_fluorokuinolon,CIPROFLOXACIN,token_substring,curated_rule
DKL9302317917A1,BERNOFLOX,BERNOFLOX,CIPROFLOXACIN HCL MONOHYDRATE,CIPROFLOXACIN HCL MONOHYDRATE,antibiotik_fluorokuinolon,CIPROFLOXACIN,token_substring,curated_rule
DTL2138600604A1,BERTHAMOL,BERTHAMOL,IBUPROFEN,IBUPROFEN,nsaid,IBUPROFEN,token_substring,curated_rule
DTL2138600604A1,BERTHAMOL,BERTHAMOL,PARACETAMOL. IBUPROFEN,PARACETAMOL IBUPROFEN,nsaid,IBUPROFEN,token_substring,curated_rule
DKL1220937909B1,BETAVEIN 150,BETAVEIN 150,IRBESARTAN,IRBESARTAN,ace_arb,IRBESARTAN,token_substring,curated_rule
DKL1020937909A1,BETAVEIN 300,BETAVEIN 300,IRBESARTAN,IRBESARTAN,ace_arb,IRBESARTAN,token_substring,curated_rule
LKE14055066,BIFEN,BIFEN,IBUPROFEN,IBUPROFEN,nsaid,IBUPROFEN,token_substring,curated_rule
DTL0531407610A1,BIMACYL,BIMACYL,IBUPROFEN,IBUPROFEN,nsaid,IBUPROFEN,token_substring,curated_rule
DTL0531407610A1,BIMACYL,BIMACYL,IBUPROFEN. PARACETAMOL,IBUPROFEN PARACETAMOL,nsaid,IBUPROFEN,token_substring,curated_rule
