Nomor Registrasi,Nama Produk,product_name_norm,Zat_Aktif,zat_aktif_norm,drug_category,match_pattern,match_type,source
DKL2505069117A1,TRALIN,TRALIN,LINAGLIPTIN,LINAGLIPTIN,antidiabetes,LINAGLIPTIN,token_substring,curated_rule
DKI2132300643A2,TRESIBA,TRESIBA,INSULIN DEGLUDEC,INSULIN DEGLUDEC,antidiabetes,INSULIN,token_substring,curated_rule
DKL0121204010B1,TRIATEC,TRIATEC,RAMIPRIL,RAMIPRIL,ace_arb,RAMIPRIL,token_substring,curated_rule
DKL0121204010C1,TRIATEC,TRIATEC,RAMIPRIL,RAMIPRIL,ace_arb,RAMIPRIL,token_substring,curated_rule
DKL0521204010D1,TRIATEC,TRIATEC,RAMIPRIL,RAMIPRIL,ace_arb,RAMIPRIL,token_substring,curated_rule
DKL2243010509A1,TRICOX 120,TRICOX 120,ETORICOXIB,ETORICOXIB,nsaid,ETORICOXIB,token_substring,curated_rule
DKL2243010417A1,TRICOX 60,TRICOX 60,ETORICOXIB,ETORICOXIB,nsaid,ETORICOXIB,token_substring,curated_rule
DKL2243010417B1,TRICOX 90,TRICOX 90,ETORICOXIB,ETORICOXIB,nsaid,ETORICOXIB,token_substring,curated_rule
DKL7225802730A1,TRIFACYCLIN,TRIFACYCLIN,TETRACYCLINE HYDROCHLORIDE,TETRACYCLINE HYDROCHLORIDE,antibiotik_tetrasiklin,TETRACYCLINE,token_substring,curated_rule
DKI2131600817A1,TRIPLIXAM,TRIPLIXAM,AMLODIPINE BESILATE,AMLODIPINE BESILATE,ccb,AMLODIPINE,token_substring,curated_rule
DKI2131600817A1,TRIPLIXAM,TRIPLIXAM,PERINDOPRIL ARGININE. INDAPAMIDE. AMLODIPINE BESILATE,PERINDOPRIL ARGININE INDAPAMIDE AMLODIPINE BESILATE,ccb,AMLODIPINE,token_substring,curated_rule
DKI2131600817B1,TRIPLIXAM,TRIPLIXAM,AMLODIPINE BESILATE,AMLODIPINE BESILATE,ccb,AMLODIPINE,token_substring,curated_rule
DKI2131600817B1,TRIPLIXAM,TRIPLIXAM,PERINDOPRIL ARGININE. INDAPAMIDE. AMLODIPINE BESILATE,PERINDOPRIL ARGININE INDAPAMIDE AMLODIPINE BESILATE,ccb,AMLODIPINE,token_substring,curated_rule
DKI2131600817D1,TRIPLIXAM,TRIPLIXAM,AMLODIPINE BESILATE,AMLODIPINE BESILATE,ccb,AMLODIPINE,token_substring,curated_rule
DKI2131600817D1,TRIPLIXAM,TRIPLIXAM,PERINDOPRIL ARGININE. INDAPAMIDE. AMLODIPINE BESILATE,PERINDOPRIL ARGININE INDAPAMIDE AMLODIPINE BESILATE,ccb,AMLODIPINE,token_substring,curated_rule
DKL1825804810A1,TRIVASK 10,TRIVASK 10,AMLODIPINE BESILATE,AMLODIPINE BESILATE,ccb,AMLODIPINE,token_substring,curated_rule
DKL1726012017A1,TROFLAM 50,TROFLAM 50,DICLOFENAC POTASSIUM,DICLOFENAC POTASSIUM,nsaid,DICLOFENAC,token_substring,curated_rule
DKL9626004509A1,TROPISTAN 500,TROPISTAN 500,MEFENAMIC ACID,MEFENAMIC ACID,nsaid,MEFENAMIC,token_substring,curated_rule
DKL1411643317A1,TRUVAZ,TRUVAZ,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,statin,ATORVASTATIN,token_substring,curated_rule
DKL1411643317B1,TRUVAZ,TRUVAZ,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,statin,ATORVASTATIN,token_substring,curated_rule
DKL1411643317C1,TRUVAZ,TRUVAZ,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,statin,ATORVASTATIN,token_substring,curated_rule
DKL9615609710A1,TUDIAB,TUDIAB,METFORMIN HYDROCHLORIDE,METFORMIN HYDROCHLORIDE,antidiabetes,METFORMIN,token_substring,curated_rule
DKI2124200210A1,TWYNSTA,TWYNSTA,TELMISARTAN. AMLODIPINE BESILATE,TELMISARTAN AMLODIPINE BESILATE,ace_arb,TELMISARTAN,token_substring,curated_rule
DKI2124200210A1,TWYNSTA,TWYNSTA,TELMISARTAN. AMLODIPINE BESILATE,TELMISARTAN AMLODIPINE BESILATE,ccb,AMLODIPINE,token_substring,curated_rule
DKI2124200210B1,TWYNSTA,TWYNSTA,TELMISARTAN. AMLODIPINE BESILATE,TELMISARTAN AMLODIPINE BESILATE,ace_arb,TELMISARTAN,token_substring,curated_rule
DKI2124200210B1,TWYNSTA,TWYNSTA,TELMISARTAN. AMLODIPINE BESILATE,TELMISARTAN AMLODIPINE BESILATE,ccb,AMLODIPINE,token_substring,curated_rule
DKI2124200210C1,TWYNSTA,TWYNSTA,TELMISARTAN. AMLODIPINE BESILATE,TELMISARTAN AMLODIPINE BESILATE,ace_arb,TELMISARTAN,token_substring,curated_rule
DKI2124200210C1,TWYNSTA,TWYNSTA,TELMISARTAN. AMLODIPINE BESILATE,TELMISARTAN AMLODIPINE BESILATE,ccb,AMLODIPINE,token_substring,curated_rule
DKI2124200210D1,TWYNSTA,TWYNSTA,TELMISARTAN. AMLODIPINE BESILATE,TELMISARTAN AMLODIPINE BESILATE,ace_arb,TELMISARTAN,token_substring,curated_rule
DKI2124200210D1,TWYNSTA,TWYNSTA,TELMISARTAN. AMLODIPINE BESILATE,TELMISARTAN AMLODIPINE BESILATE,ccb,AMLODIPINE,token_substring,curated_rule
DKI2424200910A1,TWYNSTA,TWYNSTA,TELMISARTAN,TELMISARTAN,ace_arb,TELMISARTAN,token_substring,curated_rule
DKI2424200910A1,TWYNSTA,TWYNSTA,AMLODIPINE BESILATE,AMLODIPINE BESILATE,ccb,AMLODIPINE,token_substring,curated_rule
DKI2424200910B1,TWYNSTA,TWYNSTA,TELMISARTAN,TELMISARTAN,ace_arb,TELMISARTAN,token_substring,curated_rule
DKI2424200910B1,TWYNSTA,TWYNSTA,AMLODIPINE BESILATE,AMLODIPINE BESILATE,ccb,AMLODIPINE,token_substring,curated_rule
DKI2424200910C1,TWYNSTA,TWYNSTA,TELMISARTAN,TELMISARTAN,ace_arb,TELMISARTAN,token_substring,curated_rule
DKI2424200910C1,TWYNSTA,TWYNSTA,AMLODIPINE BESILATE,AMLODIPINE BESILATE,ccb,AMLODIPINE,token_substring,curated_rule
DKI2424200910D1,TWYNSTA,TWYNSTA,TELMISARTAN,TELMISARTAN,ace_arb,TELMISARTAN,token_substring,curated_rule
DKI2424200910D1,TWYNSTA,TWYNSTA,AMLODIPINE BESILATE,AMLODIPINE BESILATE,ccb,AMLODIPINE,token_substring,curated_rule
DTL9731107304A1,TYREMA,TYREMA,IBUPROFEN,IBUPROFEN,nsaid,IBUPROFEN,token_substring,curated_rule
DKL0203808646A1,ULCORI,ULCORI,CIPROFLOXACIN HYDROCHLORIDE MONOHYDRATE,CIPROFLOXACIN HYDROCHLORIDE MONOHYDRATE,antibiotik_fluorokuinolon,CIPROFLOXACIN,token_substring,curated_rule
DKI1701700417A1,UPERIO,UPERIO,"SACUBITRIL VALSARTAN SODIUM HYDRATE 56.551 MG ~ SACUBITRIL 24,3 MG DAN VALSARTAN 25,7 MG",SACUBITRIL VALSARTAN SODIUM HYDRATE 56 551 MG SACUBITRIL 24 3 MG DAN VALSARTAN 25 7 MG,ace_arb,VALSARTAN,token_substring,curated_rule
DKI1701700417B1,UPERIO,UPERIO,"SACUBITRIL VALSARTAN SODIUM HYDRATE 113.103 MG ~ SACUBITRIL 48,6 MG DAN VALSARTAN 51,4 MG",SACUBITRIL VALSARTAN SODIUM HYDRATE 113 103 MG SACUBITRIL 48 6 MG DAN VALSARTAN 51 4 MG,ace_arb,VALSARTAN,token_substring,curated_rule
DKI1701700417C1,UPERIO,UPERIO,"SACUBITRIL VALSARTAN SODIUM HYDRATE 226.206 MG ~ SACUBITRIL 97,2 MG DAN VALSARTAN 102,8 MG",SACUBITRIL VALSARTAN SODIUM HYDRATE 226 206 MG SACUBITRIL 97 2 MG DAN VALSARTAN 102 8 MG,ace_arb,VALSARTAN,token_substring,curated_rule
DKL2232723217A1,VALDO,VALDO,VALSARTAN,VALSARTAN,ace_arb,VALSARTAN,token_substring,curated_rule
DKL2232723217A1,VALDO,VALDO,AMLODIPINE BESILATE,AMLODIPINE BESILATE,ccb,AMLODIPINE,token_substring,curated_rule
DKL9622218217B1,VALEMIA 10,VALEMIA 10,SIMVASTATIN,SIMVASTATIN,statin,SIMVASTATIN,token_substring,curated_rule
DKL9622218217A1,VALEMIA 5,VALEMIA 5,SIMVASTATIN,SIMVASTATIN,statin,SIMVASTATIN,token_substring,curated_rule
DKL1820940737A1,VALEPSI,VALEPSI,SODIUM VALPROATE,SODIUM VALPROATE,antikonvulsan,VALPROATE,token_substring,curated_rule
DKL1218826537A1,VALEPTIK,VALEPTIK,SODIUM VALPROATE,SODIUM VALPROATE,antikonvulsan,VALPROATE,token_substring,curated_rule
DKL1919620937A1,VALKENE,VALKENE,SODIUM VALPROATE,SODIUM VALPROATE,antikonvulsan,VALPROATE,token_substring,curated_rule
DKL2543504917A1,VALMAROX,VALMAROX,VALSARTAN,VALSARTAN,ace_arb,VALSARTAN,token_substring,curated_rule
DKL2543504917B1,VALMAROX,VALMAROX,VALSARTAN,VALSARTAN,ace_arb,VALSARTAN,token_substring,curated_rule
DKL2543505009B1,VALMAROX PLUS,VALMAROX PLUS,VALSARTAN,VALSARTAN,ace_arb,VALSARTAN,token_substring,curated_rule
DKL2543505009B1,VALMAROX PLUS,VALMAROX PLUS,AMLODIPINE BESILATE,AMLODIPINE BESILATE,ccb,AMLODIPINE,token_substring,curated_rule
DKL2543505017A1,VALMAROX PLUS,VALMAROX PLUS,VALSARTAN,VALSARTAN,ace_arb,VALSARTAN,token_substring,curated_rule
DKL2543505017A1,VALMAROX PLUS,VALMAROX PLUS,AMLODIPINE BESILATE,AMLODIPINE BESILATE,ccb,AMLODIPINE,token_substring,curated_rule
DKL2512434437A1,VALOPSI,VALOPSI,SODIUM VALPROATE,SODIUM VALPROATE,antikonvulsan,VALPROATE,token_substring,curated_rule
GKL1405048737A1,VALPROIC ACID,VALPROIC ACID,VALPROIC ACID,VALPROIC ACID,antikonvulsan,VALPROIC,token_substring,curated_rule
GKL1415716637A1,VALPROIC ACID,VALPROIC ACID,VALPROIC ACID,VALPROIC ACID,antikonvulsan,VALPROIC,token_substring,curated_rule
GKL1733315237A1,VALPROIC ACID,VALPROIC ACID,VALPROIC ACID,VALPROIC ACID,antikonvulsan,VALPROIC,token_substring,curated_rule
GKL1820940637A1,VALPROIC ACID,VALPROIC ACID,SODIUM VALPROATE,SODIUM VALPROATE,antikonvulsan,VALPROATE,token_substring,curated_rule
GKL2221029437A1,VALPROIC ACID,VALPROIC ACID,VALPROIC ACID,VALPROIC ACID,antikonvulsan,VALPROIC,token_substring,curated_rule
DKL2132722417A1,VALRIN,VALRIN,VALSARTAN,VALSARTAN,ace_arb,VALSARTAN,token_substring,curated_rule
DKL2132722509A1,VALRIN,VALRIN,VALSARTAN,VALSARTAN,ace_arb,VALSARTAN,token_substring,curated_rule
GKL1515717617A1,VALSARTAN,VALSARTAN,VALSARTAN,VALSARTAN,ace_arb,VALSARTAN,token_substring,curated_rule
GKL1515717617B1,VALSARTAN,VALSARTAN,VALSARTAN,VALSARTAN,ace_arb,VALSARTAN,token_substring,curated_rule
GKL1808518917A1,VALSARTAN,VALSARTAN,VALSARTAN,VALSARTAN,ace_arb,VALSARTAN,token_substring,curated_rule
GKL1808518917B1,VALSARTAN,VALSARTAN,VALSARTAN,VALSARTAN,ace_arb,VALSARTAN,token_substring,curated_rule
GKL2021027317A1,VALSARTAN,VALSARTAN,VALSARTAN,VALSARTAN,ace_arb,VALSARTAN,token_substring,curated_rule
GKL2021027409A1,VALSARTAN,VALSARTAN,VALSARTAN,VALSARTAN,ace_arb,VALSARTAN,token_substring,curated_rule
GKL2043007817A1,VALSARTAN,VALSARTAN,VALSARTAN,VALSARTAN,ace_arb,VALSARTAN,token_substring,curated_rule
GKL2043007817B1,VALSARTAN,VALSARTAN,VALSARTAN,VALSARTAN,ace_arb,VALSARTAN,token_substring,curated_rule
GKL2044401817A1,VALSARTAN,VALSARTAN,VALSARTAN,VALSARTAN,ace_arb,VALSARTAN,token_substring,curated_rule
GKL2044401817B1,VALSARTAN,VALSARTAN,VALSARTAN,VALSARTAN,ace_arb,VALSARTAN,token_substring,curated_rule
GKL2132722217A1,VALSARTAN,VALSARTAN,VALSARTAN,VALSARTAN,ace_arb,VALSARTAN,token_substring,curated_rule
GKL2132722309A1,VALSARTAN,VALSARTAN,VALSARTAN,VALSARTAN,ace_arb,VALSARTAN,token_substring,curated_rule
GKL2217630709A1,VALSARTAN,VALSARTAN,VALSARTAN,VALSARTAN,ace_arb,VALSARTAN,token_substring,curated_rule
GKL2317631617A1,VALSARTAN,VALSARTAN,VALSARTAN,VALSARTAN,ace_arb,VALSARTAN,token_substring,curated_rule
GKL2540504909A1,VALSARTAN,VALSARTAN,VALSARTAN,VALSARTAN,ace_arb,VALSARTAN,token_substring,curated_rule
GKL2540505017A1,VALSARTAN,VALSARTAN,VALSARTAN,VALSARTAN,ace_arb,VALSARTAN,token_substring,curated_rule
GKL2543504817B1,VALSARTAN,VALSARTAN,VALSARTAN,VALSARTAN,ace_arb,VALSARTAN,token_substring,curated_rule
DKL2144403017A1,VALTENSI,VALTENSI,VALSARTAN,VALSARTAN,ace_arb,VALSARTAN,token_substring,curated_rule
DKL2144403017B1,VALTENSI,VALTENSI,VALSARTAN,VALSARTAN,ace_arb,VALSARTAN,token_substring,curated_rule
DKL2533559017A1,VAMLOPIN,VAMLOPIN,VALSARTAN,VALSARTAN,ace_arb,VALSARTAN,token_substring,curated_rule
DKL2533559017A1,VAMLOPIN,VAMLOPIN,AMLODIPINE BESILATE,AMLODIPINE BESILATE,ccb,AMLODIPINE,token_substring,curated_rule
DKL9719919510A1,"VAPRIL 12,5",VAPRIL 12 5,CAPTOPRIL,CAPTOPRIL,ace_arb,CAPTOPRIL,token_substring,curated_rule
DKL9719919510B1,VAPRIL 25,VAPRIL 25,CAPTOPRIL,CAPTOPRIL,ace_arb,CAPTOPRIL,token_substring,curated_rule
DKI1953000309B1,VARDIPIN 10/160,VARDIPIN 10 160,VALSARTAN,VALSARTAN,ace_arb,VALSARTAN,token_substring,curated_rule
DKI1953000309B1,VARDIPIN 10/160,VARDIPIN 10 160,VALSARTAN. AMLODIPINE BESILATE,VALSARTAN AMLODIPINE BESILATE,ace_arb,VALSARTAN,token_substring,curated_rule
DKI1953000309B1,VARDIPIN 10/160,VARDIPIN 10 160,AMLODIPINE BESILATE,AMLODIPINE BESILATE,ccb,AMLODIPINE,token_substring,curated_rule
DKI1953000309B1,VARDIPIN 10/160,VARDIPIN 10 160,VALSARTAN. AMLODIPINE BESILATE,VALSARTAN AMLODIPINE BESILATE,ccb,AMLODIPINE,token_substring,curated_rule
DKI1953000309A1,VARDIPIN 5/160,VARDIPIN 5 160,VALSARTAN. AMLODIPINE BESILATE,VALSARTAN AMLODIPINE BESILATE,ace_arb,VALSARTAN,token_substring,curated_rule
DKI1953000309A1,VARDIPIN 5/160,VARDIPIN 5 160,VALSARTAN. AMLODIPINE BESILATE,VALSARTAN AMLODIPINE BESILATE,ccb,AMLODIPINE,token_substring,curated_rule
DKI1953000217A1,VARDIPIN 5/80,VARDIPIN 5 80,VALSARTAN. AMLODIPINE BESILATE,VALSARTAN AMLODIPINE BESILATE,ace_arb,VALSARTAN,token_substring,curated_rule
DKI1953000217A1,VARDIPIN 5/80,VARDIPIN 5 80,VALSARTAN. AMLODIPINE BESILATE,VALSARTAN AMLODIPINE BESILATE,ccb,AMLODIPINE,token_substring,curated_rule
DKL2031546943A1,VASOLA,VASOLA,FONDAPARINUX SODIUM,FONDAPARINUX SODIUM,antikoagulan,FONDAPARINUX,token_substring,curated_rule
DKL2031546943A2,VASOLA,VASOLA,FONDAPARINUX SODIUM,FONDAPARINUX SODIUM,antikoagulan,FONDAPARINUX,token_substring,curated_rule
DKL2543505009B1,VASOPRESS,VASOPRESS,VALSARTAN,VALSARTAN,ace_arb,VALSARTAN,token_substring,curated_rule
DKL2543505009B1,VASOPRESS,VASOPRESS,AMLODIPINE BESILATE,AMLODIPINE BESILATE,ccb,AMLODIPINE,token_substring,curated_rule
DKL2543505017A1,VASOPRESS,VASOPRESS,VALSARTAN,VALSARTAN,ace_arb,VALSARTAN,token_substring,curated_rule
DKL2543505017A1,VASOPRESS,VASOPRESS,AMLODIPINE BESILATE,AMLODIPINE BESILATE,ccb,AMLODIPINE,token_substring,curated_rule
DKL1808025317B1,VASTAN 160,VASTAN 160,VALSARTAN,VALSARTAN,ace_arb,VALSARTAN,token_substring,curated_rule
DKL1808025317A1,VASTAN 80,VASTAN 80,VALSARTAN,VALSARTAN,ace_arb,VALSARTAN,token_substring,curated_rule
DKL2509228609A1,VASTOFAR 40,VASTOFAR 40,ATORVASTATIN CALCIUM TRIHYDRATE,ATORVASTATIN CALCIUM TRIHYDRATE,statin,ATORVASTATIN,token_substring,curated_rule
DKL1621646117A1,VASTROL,VASTROL,ROSUVASTATIN CALCIUM,ROSUVASTATIN CALCIUM,statin,ROSUVASTATIN,token_substring,curated_rule
DKL1621646117B1,VASTROL,VASTROL,ROSUVASTATIN CALCIUM,ROSUVASTATIN CALCIUM,statin,ROSUVASTATIN,token_substring,curated_rule
DKL2535314509B1,VATRON 10/160,VATRON 10 160,VALSARTAN,VALSARTAN,ace_arb,VALSARTAN,token_substring,curated_rule
DKL2535314509B1,VATRON 10/160,VATRON 10 160,AMLODIPINE BESILATE,AMLODIPINE BESILATE,ccb,AMLODIPINE,token_substring,curated_rule
DKL2535314517A1,VATRON 5/80,VATRON 5 80,VALSARTAN,VALSARTAN,ace_arb,VALSARTAN,token_substring,curated_rule
DKL2535314517A1,VATRON 5/80,VATRON 5 80,AMLODIPINE BESILATE,AMLODIPINE BESILATE,ccb,AMLODIPINE,token_substring,curated_rule
DKL2233554281A1,VELACOM 1 ODT,VELACOM 1 ODT,GLIMEPIRIDE,GLIMEPIRIDE,antidiabetes,GLIMEPIRIDE,token_substring,curated_rule
DKL1233527310A1,VELACOM 2,VELACOM 2,GLIMEPIRIDE,GLIMEPIRIDE,antidiabetes,GLIMEPIRIDE,token_substring,curated_rule
DKL1233527310B1,VELACOM 3,VELACOM 3,GLIMEPIRIDE,GLIMEPIRIDE,antidiabetes,GLIMEPIRIDE,token_substring,curated_rule
DKL1433531509A1,VELACOM PLUS 1/250,VELACOM PLUS 1 250,GLIMEPIRIDE,GLIMEPIRIDE,antidiabetes,GLIMEPIRIDE,token_substring,curated_rule
DKL1433531509A1,VELACOM PLUS 1/250,VELACOM PLUS 1 250,METFORMIN HYDROCHLORIDE,METFORMIN HYDROCHLORIDE,antidiabetes,METFORMIN,token_substring,curated_rule
DKL1433531509B1,VELACOM PLUS 2/500,VELACOM PLUS 2 500,GLIMEPIRIDE,GLIMEPIRIDE,antidiabetes,GLIMEPIRIDE,token_substring,curated_rule
DKL1433531509B1,VELACOM PLUS 2/500,VELACOM PLUS 2 500,METFORMIN HYDROCHLORIDE,METFORMIN HYDROCHLORIDE,antidiabetes,METFORMIN,token_substring,curated_rule
DKL0433511710A1,VELCOX,VELCOX,MELOXICAM,MELOXICAM,nsaid,MELOXICAM,token_substring,curated_rule
DKL0433511710B1,VELCOX,VELCOX,MELOXICAM,MELOXICAM,nsaid,MELOXICAM,token_substring,curated_rule
DKL1333529237A1,VELLEPSY,VELLEPSY,VALPROIC ACID,VALPROIC ACID,antikonvulsan,VALPROIC,token_substring,curated_rule
DKL1933546317A1,VELTHROM 10,VELTHROM 10,THIAMAZOLE,THIAMAZOLE,tiroid,THIAMAZOLE,token_substring,curated_rule
DKL2033546317B1,VELTHROM 5,VELTHROM 5,THIAMAZOLE,THIAMAZOLE,tiroid,THIAMAZOLE,token_substring,curated_rule
DKL2033547943A1,VENAX,VENAX,FONDAPARINUX SODIUM,FONDAPARINUX SODIUM,antikoagulan,FONDAPARINUX,token_substring,curated_rule
DKL2121648537A1,VERONIL,VERONIL,VALPROIC ACID,VALPROIC ACID,antikonvulsan,VALPROIC,token_substring,curated_rule
DKL0507917004B1,VERSIBET 2,VERSIBET 2,GLIMEPIRIDE,GLIMEPIRIDE,antidiabetes,GLIMEPIRIDE,token_substring,curated_rule
DKL0507917004C1,VERSIBET 3,VERSIBET 3,GLIMEPIRIDE,GLIMEPIRIDE,antidiabetes,GLIMEPIRIDE,token_substring,curated_rule
DKL0226007409A1,VIFLOX,VIFLOX,CIPROFLOXACIN HYDROCHLORIDE MONOHYDRATE,CIPROFLOXACIN HYDROCHLORIDE MONOHYDRATE,antibiotik_fluorokuinolon,CIPROFLOXACIN,token_substring,curated_rule
DKI1050300746A1,VIGAMOX,VIGAMOX,MOXIFLOXACIN HYDROCHLORIDE,MOXIFLOXACIN HYDROCHLORIDE,antibiotik_fluorokuinolon,MOXIFLOXACIN,token_substring,curated_rule
DKL0435300709A1,VIOQUIN,VIOQUIN,CIPROFLOXACIN HYDROCHLORIDE MONOHYDRATE,CIPROFLOXACIN HYDROCHLORIDE MONOHYDRATE,antibiotik_fluorokuinolon,CIPROFLOXACIN,token_substring,curated_rule
DKL0105029917B1,VOLEQUIN,VOLEQUIN,LEVOFLOXACIN HEMIHYDRATE,LEVOFLOXACIN HEMIHYDRATE,antibiotik_fluorokuinolon,LEVOFLOXACIN,token_substring,curated_rule
DKL9321006809A1,VOLINOL 500,VOLINOL 500,CIPROFLOXACIN HYDROCHLORIDE MONOHYDRATE,CIPROFLOXACIN HYDROCHLORIDE MONOHYDRATE,antibiotik_fluorokuinolon,CIPROFLOXACIN,token_substring,curated_rule
DKL0817623209A1,VOLOX,VOLOX,LEVOFLOXACIN HEMIHYDRATE,LEVOFLOXACIN HEMIHYDRATE,antibiotik_fluorokuinolon,LEVOFLOXACIN,token_substring,curated_rule
DKL1317626649A1,VOLOX,VOLOX,LEVOFLOXACIN HEMIHYDRATE,LEVOFLOXACIN HEMIHYDRATE,antibiotik_fluorokuinolon,LEVOFLOXACIN,token_substring,curated_rule
DKL9907113015A1,VOLTAFLAM,VOLTAFLAM,DICLOFENAC SODIUM,DICLOFENAC SODIUM,nsaid,DICLOFENAC,token_substring,curated_rule
DKI1367508453B1,VOLTAREN,VOLTAREN,DICLOFENAC SODIUM,DICLOFENAC SODIUM,nsaid,DICLOFENAC,token_substring,curated_rule
DKI1421000643A1,VOLTAREN,VOLTAREN,DICLOFENAC SODIUM,DICLOFENAC SODIUM,nsaid,DICLOFENAC,token_substring,curated_rule
DTL1624504328A1,VOLTAREN,VOLTAREN,DICLOFENAC DIETHYLAMINE,DICLOFENAC DIETHYLAMINE,nsaid,DICLOFENAC,token_substring,curated_rule
DKL9930409514A1,VOLTAREN RETARD,VOLTAREN RETARD,DICLOFENAC SODIUM,DICLOFENAC SODIUM,nsaid,DICLOFENAC,token_substring,curated_rule
DKL9930409514B1,VOLTAREN SR 75,VOLTAREN SR 75,DICLOFENAC SODIUM,DICLOFENAC SODIUM,nsaid,DICLOFENAC,token_substring,curated_rule
DKL0133204015B1,VOLTEN,VOLTEN,DICLOFENAC SODIUM,DICLOFENAC SODIUM,nsaid,DICLOFENAC,token_substring,curated_rule
DKL2231549510A1,VOLTERI,VOLTERI,CANDESARTAN CILEXETIL. AMLODIPINE BESILATE,CANDESARTAN CILEXETIL AMLODIPINE BESILATE,ace_arb,CANDESARTAN,token_substring,curated_rule
DKL2231549510A1,VOLTERI,VOLTERI,CANDESARTAN CILEXETIL. AMLODIPINE BESILATE,CANDESARTAN CILEXETIL AMLODIPINE BESILATE,ccb,AMLODIPINE,token_substring,curated_rule
DTL9614808428A1,VOREN,VOREN,DICLOFENAC DIETHYLAMINE,DICLOFENAC DIETHYLAMINE,nsaid,DICLOFENAC,token_substring,curated_rule
DKL1433532243A1,VOXIB,VOXIB,DEXKETOPROFEN TROMETAMOL,DEXKETOPROFEN TROMETAMOL,nsaid,DEXKETOPROFEN,token_substring,curated_rule
DKL1433532243A2,VOXIB,VOXIB,DEXKETOPROFEN TROMETAMOL,DEXKETOPROFEN TROMETAMOL,nsaid,DEXKETOPROFEN,token_substring,curated_rule
DKL1535308349A2,VOXIN,VOXIN,LEVOFLOXACIN HEMIHYDRATE,LEVOFLOXACIN HEMIHYDRATE,antibiotik_fluorokuinolon,LEVOFLOXACIN,token_substring,curated_rule
DKL1935309609A1,VOXIN,VOXIN,LEVOFLOXACIN HEMIHYDRATE,LEVOFLOXACIN HEMIHYDRATE,antibiotik_fluorokuinolon,LEVOFLOXACIN,token_substring,curated_rule
DKL1906609510A1,VYTORIN,VYTORIN,SIMVASTATIN,SIMVASTATIN,statin,SIMVASTATIN,token_substring,curated_rule
DKL1906609510A1,VYTORIN,VYTORIN,SIMVASTATIN. EZETIMIBE,SIMVASTATIN EZETIMIBE,statin,SIMVASTATIN,token_substring,curated_rule
DKL1906609510B1,VYTORIN,VYTORIN,SIMVASTATIN,SIMVASTATIN,statin,SIMVASTATIN,token_substring,curated_rule
DKL1906609510B1,VYTORIN,VYTORIN,SIMVASTATIN. EZETIMIBE,SIMVASTATIN EZETIMIBE,statin,SIMVASTATIN,token_substring,curated_rule
LKE18066181,VYTORIN,VYTORIN,SIMVASTATIN,SIMVASTATIN,statin,SIMVASTATIN,token_substring,curated_rule
LKE18066181,VYTORIN,VYTORIN,SIMVASTATIN. EZETIMIBE,SIMVASTATIN EZETIMIBE,statin,SIMVASTATIN,token_substring,curated_rule
LKE18066182,VYTORIN,VYTORIN,SIMVASTATIN,SIMVASTATIN,statin,SIMVASTATIN,token_substring,curated_rule
LKE18066182,VYTORIN,VYTORIN,SIMVASTATIN. EZETIMIBE,SIMVASTATIN EZETIMIBE,statin,SIMVASTATIN,token_substring,curated_rule
LKE18066183,VYTORIN,VYTORIN,SIMVASTATIN,SIMVASTATIN,statin,SIMVASTATIN,token_substring,curated_rule
LKE18066183,VYTORIN,VYTORIN,SIMVASTATIN. EZETIMIBE,SIMVASTATIN EZETIMIBE,statin,SIMVASTATIN,token_substring,curated_rule
LKE25066182,VYTORIN,VYTORIN,SIMVASTATIN,SIMVASTATIN,statin,SIMVASTATIN,token_substring,curated_rule
LKE25066210,VYTORIN,VYTORIN,SIMVASTATIN,SIMVASTATIN,statin,SIMVASTATIN,token_substring,curated_rule
GKL1831542010A1,WARFARIN SODIUM CLATHRATE,WARFARIN SODIUM CLATHRATE,WARFARIN SODIUM CLATHRATE,WARFARIN SODIUM CLATHRATE,antikoagulan,WARFARIN,token_substring,curated_rule
GKL1933544510A1,WARFARIN SODIUM CLATHRATE,WARFARIN SODIUM CLATHRATE,WARFARIN SODIUM CLATHRATE,WARFARIN SODIUM CLATHRATE,antikoagulan,WARFARIN,token_substring,curated_rule
DKL9719604709A1,WIAFLOX - 500,WIAFLOX 500,CIPROFLOXACIN HYDROCHLORIDE MONOHYDRATE,CIPROFLOXACIN HYDROCHLORIDE MONOHYDRATE,antibiotik_fluorokuinolon,CIPROFLOXACIN,token_substring,curated_rule
DKL9110901801B1,WIROS,WIROS,PIROXICAM,PIROXICAM,nsaid,PIROXICAM,token_substring,curated_rule
DKL9110901801B2,WIROS,WIROS,PIROXICAM,PIROXICAM,nsaid,PIROXICAM,token_substring,curated_rule
DKL9810902404A1,WITRANAL,WITRANAL,MEFENAMIC ACID,MEFENAMIC ACID,nsaid,MEFENAMIC,token_substring,curated_rule
DKL9904124416B1,X - FLAM,X FLAM,DICLOFENAC POTASSIUM,DICLOFENAC POTASSIUM,nsaid,DICLOFENAC,token_substring,curated_rule
